k,d,n,acc
24,960,262144,0.4375
24,1024,262144,0.6044921875
24,1088,262144,0.7255859375
24,1152,262144,0.80859375
24,1216,262144,0.8818359375
24,1280,262144,0.921875
24,1344,262144,0.966796875
24,1408,262144,0.97265625
24,1472,262144,0.9775390625
24,1536,262144,0.9951171875
24,1600,262144,0.9931640625
24,1664,262144,1.0
24,1728,262144,0.998046875
24,1792,262144,0.998046875
24,1856,262144,0.998046875
24,1920,262144,1.0
24,1984,262144,1.0
24,2048,262144,1.0
24,2112,262144,1.0
24,2176,262144,1.0
24,2240,262144,0.9990234375
24,2304,262144,1.0
24,2368,262144,1.0
24,2432,262144,1.0
24,2496,262144,1.0
24,2560,262144,1.0
24,2624,262144,1.0
24,2688,262144,1.0
24,2752,262144,1.0
24,2816,262144,1.0
24,2880,262144,1.0
24,2944,262144,1.0
24,3008,262144,1.0
24,3072,262144,1.0
24,3136,262144,1.0
24,3200,262144,1.0
24,3264,262144,1.0
24,3328,262144,1.0
24,3392,262144,1.0
24,3456,262144,1.0
24,3520,262144,1.0
24,3584,262144,1.0
24,3648,262144,1.0
24,3712,262144,1.0
24,3776,262144,1.0
24,3840,262144,1.0
24,3904,262144,1.0
24,3968,262144,1.0
24,4032,262144,1.0
24,4096,262144,1.0
25,64,262144,0.0
25,128,262144,0.0
25,192,262144,0.0
25,256,262144,0.0
25,320,262144,0.0
25,384,262144,0.0
25,448,262144,0.0
25,512,262144,0.0
25,576,262144,0.0
25,640,262144,0.0
25,704,262144,0.0068359375
25,768,262144,0.02734375
25,832,262144,0.095703125
25,896,262144,0.185546875
25,960,262144,0.330078125
25,1024,262144,0.5244140625
25,1088,262144,0.658203125
25,1152,262144,0.7353515625
25,1216,262144,0.8291015625
25,1280,262144,0.900390625
25,1344,262144,0.9248046875
25,1408,262144,0.9638671875
25,1472,262144,0.9765625
25,1536,262144,0.9814453125
25,1600,262144,0.9921875
25,1664,262144,0.99609375
25,1728,262144,0.99609375
25,1792,262144,0.998046875
25,1856,262144,0.9990234375
25,1920,262144,1.0
25,1984,262144,1.0
25,2048,262144,1.0
25,2112,262144,1.0
25,2176,262144,1.0
25,2240,262144,1.0
25,2304,262144,1.0
25,2368,262144,1.0
25,2432,262144,1.0
25,2496,262144,0.9990234375
25,2560,262144,1.0
25,2624,262144,1.0
25,2688,262144,1.0
25,2752,262144,1.0
25,2816,262144,1.0
25,2880,262144,1.0
25,2944,262144,1.0
25,3008,262144,1.0
25,3072,262144,1.0
25,3136,262144,1.0
25,3200,262144,1.0
25,3264,262144,1.0
25,3328,262144,1.0
25,3392,262144,1.0
25,3456,262144,1.0
25,3520,262144,1.0
25,3584,262144,1.0
25,3648,262144,1.0
25,3712,262144,1.0
25,3776,262144,1.0
25,3840,262144,1.0
25,3904,262144,1.0
25,3968,262144,1.0
25,4032,262144,1.0
25,4096,262144,1.0
26,64,262144,0.0
26,128,262144,0.0
26,192,262144,0.0
26,256,262144,0.0
26,320,262144,0.0
26,384,262144,0.0
26,448,262144,0.0
26,512,262144,0.0
26,576,262144,0.0
26,640,262144,0.0
26,704,262144,0.0029296875
26,768,262144,0.0087890625
26,832,262144,0.0458984375
26,896,262144,0.1025390625
26,960,262144,0.2451171875
26,1024,262144,0.3662109375
26,1088,262144,0.4970703125
26,1152,262144,0.630859375
26,1216,262144,0.72265625
26,1280,262144,0.8525390625
26,1344,262144,0.90625
26,1408,262144,0.9296875
26,1472,262144,0.955078125
26,1536,262144,0.974609375
26,1600,262144,0.9794921875
26,1664,262144,0.986328125
26,1728,262144,0.9931640625
26,1792,262144,0.9990234375
26,1856,262144,0.99609375
26,1920,262144,0.9990234375
26,1984,262144,0.9990234375
26,2048,262144,0.9990234375
26,2112,262144,1.0
26,2176,262144,1.0
26,2240,262144,1.0
26,2304,262144,1.0
26,2368,262144,1.0
26,2432,262144,1.0
26,2496,262144,1.0
26,2560,262144,1.0
26,2624,262144,1.0
26,2688,262144,1.0
26,2752,262144,1.0
26,2816,262144,1.0
26,2880,262144,1.0
26,2944,262144,1.0
26,3008,262144,1.0
26,3072,262144,1.0
26,3136,262144,1.0
26,3200,262144,1.0
26,3264,262144,1.0
26,3328,262144,1.0
26,3392,262144,1.0
26,3456,262144,1.0
26,3520,262144,1.0
26,3584,262144,1.0
26,3648,262144,1.0
26,3712,262144,1.0
26,3776,262144,1.0
26,3840,262144,1.0
26,3904,262144,1.0
26,3968,262144,1.0
26,4032,262144,1.0
26,4096,262144,1.0
27,64,262144,0.0
27,128,262144,0.0
27,192,262144,0.0
27,256,262144,0.0
27,320,262144,0.0
27,384,262144,0.0
27,448,262144,0.0
27,512,262144,0.0
27,576,262144,0.0
27,640,262144,0.0
27,704,262144,0.0
27,768,262144,0.001953125
27,832,262144,0.0224609375
27,896,262144,0.060546875
27,960,262144,0.1513671875
27,1024,262144,0.2529296875
27,1088,262144,0.4150390625
27,1152,262144,0.5634765625
27,1216,262144,0.654296875
27,1280,262144,0.7685546875
27,1344,262144,0.8447265625
27,1408,262144,0.8828125
27,1472,262144,0.9462890625
27,1536,262144,0.9501953125
27,1600,262144,0.974609375
27,1664,262144,0.98828125
27,1728,262144,0.9912109375
27,1792,262144,0.9931640625
27,1856,262144,0.9951171875
27,1920,262144,0.998046875
27,1984,262144,0.9990234375
27,2048,262144,1.0
27,2112,262144,1.0
27,2176,262144,1.0
27,2240,262144,1.0
27,2304,262144,1.0
27,2368,262144,1.0
27,2432,262144,1.0
27,2496,262144,1.0
27,2560,262144,1.0
27,2624,262144,1.0
27,2688,262144,1.0
27,2752,262144,1.0
27,2816,262144,1.0
27,2880,262144,1.0
27,2944,262144,1.0
27,3008,262144,1.0
27,3072,262144,1.0
27,3136,262144,1.0
27,3200,262144,1.0
27,3264,262144,1.0
27,3328,262144,1.0
27,3392,262144,1.0
27,3456,262144,1.0
27,3520,262144,1.0
27,3584,262144,1.0
27,3648,262144,1.0
27,3712,262144,1.0
27,3776,262144,1.0
27,3840,262144,1.0
27,3904,262144,1.0
27,3968,262144,1.0
27,4032,262144,1.0
27,4096,262144,1.0
28,64,262144,0.0
28,128,262144,0.0
28,192,262144,0.0
28,256,262144,0.0
28,320,262144,0.0
28,384,262144,0.0
28,448,262144,0.0
28,512,262144,0.0
28,576,262144,0.0
28,640,262144,0.0
28,704,262144,0.0
28,768,262144,0.0009765625
28,832,262144,0.005859375
28,896,262144,0.0390625
28,960,262144,0.0888671875
28,1024,262144,0.169921875
28,1088,262144,0.306640625
28,1152,262144,0.42578125
28,1216,262144,0.58984375
28,1280,262144,0.6796875
28,1344,262144,0.77734375
28,1408,262144,0.8388671875
28,1472,262144,0.9091796875
28,1536,262144,0.9345703125
28,1600,262144,0.958984375
28,1664,262144,0.9794921875
28,1728,262144,0.986328125
28,1792,262144,0.9892578125
28,1856,262144,0.994140625
28,1920,262144,0.99609375
28,1984,262144,0.998046875
28,2048,262144,0.998046875
28,2112,262144,0.9990234375
28,2176,262144,1.0
28,2240,262144,1.0
28,2304,262144,1.0
28,2368,262144,1.0
28,2432,262144,1.0
28,2496,262144,1.0
28,2560,262144,1.0
28,2624,262144,1.0
28,2688,262144,1.0
28,2752,262144,1.0
28,2816,262144,1.0
28,2880,262144,1.0
28,2944,262144,1.0
28,3008,262144,1.0
28,3072,262144,1.0
28,3136,262144,1.0
28,3200,262144,1.0
28,3264,262144,1.0
28,3328,262144,1.0
28,3392,262144,1.0
28,3456,262144,1.0
28,3520,262144,1.0
28,3584,262144,1.0
28,3648,262144,1.0
28,3712,262144,1.0
28,3776,262144,1.0
28,3840,262144,1.0
28,3904,262144,1.0
28,3968,262144,1.0
28,4032,262144,1.0
28,4096,262144,1.0
29,64,262144,0.0
29,128,262144,0.0
29,192,262144,0.0
29,256,262144,0.0
29,320,262144,0.0
29,384,262144,0.0
29,448,262144,0.0
29,512,262144,0.0
29,576,262144,0.0
29,640,262144,0.0
29,704,262144,0.0
29,768,262144,0.0
29,832,262144,0.005859375
29,896,262144,0.017578125
29,960,262144,0.0556640625
29,1024,262144,0.138671875
29,1088,262144,0.208984375
29,1152,262144,0.3544921875
29,1216,262144,0.474609375
29,1280,262144,0.626953125
29,1344,262144,0.7158203125
29,1408,262144,0.8046875
29,1472,262144,0.8701171875
29,1536,262144,0.8916015625
29,1600,262144,0.9384765625
29,1664,262144,0.96484375
29,1728,262144,0.96875
29,1792,262144,0.9833984375
29,1856,262144,0.9853515625
29,1920,262144,0.994140625
29,1984,262144,0.9990234375
29,2048,262144,0.994140625
29,2112,262144,0.998046875
29,2176,262144,1.0
29,2240,262144,0.9990234375
29,2304,262144,1.0
29,2368,262144,1.0
29,2432,262144,1.0
29,2496,262144,1.0
29,2560,262144,1.0
29,2624,262144,1.0
29,2688,262144,1.0
29,2752,262144,1.0
29,2816,262144,1.0
29,2880,262144,1.0
29,2944,262144,1.0
29,3008,262144,1.0
29,3072,262144,1.0
29,3136,262144,1.0
29,3200,262144,1.0
29,3264,262144,1.0
29,3328,262144,1.0
29,3392,262144,1.0
29,3456,262144,1.0
29,3520,262144,1.0
29,3584,262144,1.0
29,3648,262144,1.0
29,3712,262144,1.0
29,3776,262144,1.0
29,3840,262144,1.0
29,3904,262144,1.0
29,3968,262144,1.0
29,4032,262144,1.0
29,4096,262144,1.0
30,64,262144,0.0
30,128,262144,0.0
30,192,262144,0.0
30,256,262144,0.0
30,320,262144,0.0
30,384,262144,0.0
30,448,262144,0.0
30,512,262144,0.0
30,576,262144,0.0
30,640,262144,0.0
30,704,262144,0.0
30,768,262144,0.0
30,832,262144,0.0029296875
30,896,262144,0.0087890625
30,960,262144,0.029296875
30,1024,262144,0.0615234375
30,1088,262144,0.1533203125
30,1152,262144,0.267578125
30,1216,262144,0.400390625
30,1280,262144,0.52734375
30,1344,262144,0.615234375
30,1408,262144,0.7158203125
30,1472,262144,0.8095703125
30,1536,262144,0.8583984375
30,1600,262144,0.91015625
30,1664,262144,0.927734375
30,1728,262144,0.955078125
30,1792,262144,0.96875
30,1856,262144,0.9853515625
30,1920,262144,0.98828125
30,1984,262144,0.9951171875
30,2048,262144,0.9951171875
30,2112,262144,0.998046875
30,2176,262144,1.0
30,2240,262144,0.9990234375
30,2304,262144,1.0
30,2368,262144,1.0
30,2432,262144,0.9990234375
30,2496,262144,1.0
30,2560,262144,1.0
30,2624,262144,1.0
30,2688,262144,1.0
30,2752,262144,1.0
30,2816,262144,1.0
30,2880,262144,1.0
30,2944,262144,1.0
30,3008,262144,1.0
30,3072,262144,1.0
30,3136,262144,1.0
30,3200,262144,1.0
30,3264,262144,1.0
30,3328,262144,1.0
30,3392,262144,1.0
30,3456,262144,1.0
30,3520,262144,1.0
30,3584,262144,1.0
30,3648,262144,1.0
30,3712,262144,1.0
30,3776,262144,1.0
30,3840,262144,1.0
30,3904,262144,1.0
30,3968,262144,1.0
30,4032,262144,1.0
30,4096,262144,1.0
31,64,262144,0.0
31,128,262144,0.0
31,192,262144,0.0
31,256,262144,0.0
31,320,262144,0.0
31,384,262144,0.0
31,448,262144,0.0
31,512,262144,0.0
31,576,262144,0.0
31,640,262144,0.0
31,704,262144,0.0
31,768,262144,0.0
31,832,262144,0.0
31,896,262144,0.00390625
31,960,262144,0.009765625
31,1024,262144,0.0517578125
31,1088,262144,0.095703125
31,1152,262144,0.17578125
31,1216,262144,0.318359375
31,1280,262144,0.3779296875
31,1344,262144,0.5419921875
31,1408,262144,0.646484375
31,1472,262144,0.7451171875
31,1536,262144,0.8125
31,1600,262144,0.8828125
31,1664,262144,0.91796875
31,1728,262144,0.951171875
31,1792,262144,0.962890625
31,1856,262144,0.9716796875
31,1920,262144,0.984375
31,1984,262144,0.9833984375
31,2048,262144,0.9873046875
31,2112,262144,0.9951171875
31,2176,262144,0.998046875
31,2240,262144,0.9951171875
31,2304,262144,1.0
31,2368,262144,0.9990234375
31,2432,262144,0.9990234375
31,2496,262144,1.0
31,2560,262144,1.0
31,2624,262144,1.0
31,2688,262144,1.0
31,2752,262144,1.0
31,2816,262144,1.0
31,2880,262144,1.0
31,2944,262144,1.0
31,3008,262144,1.0
31,3072,262144,1.0
31,3136,262144,1.0
31,3200,262144,1.0
31,3264,262144,1.0
31,3328,262144,1.0
31,3392,262144,1.0
31,3456,262144,1.0
31,3520,262144,1.0
31,3584,262144,1.0
31,3648,262144,1.0
31,3712,262144,1.0
31,3776,262144,1.0
31,3840,262144,1.0
31,3904,262144,1.0
31,3968,262144,1.0
31,4032,262144,1.0
31,4096,262144,1.0
32,64,262144,0.0
32,128,262144,0.0
32,192,262144,0.0
32,256,262144,0.0
32,320,262144,0.0
32,384,262144,0.0
32,448,262144,0.0
32,512,262144,0.0
32,576,262144,0.0
32,640,262144,0.0
32,704,262144,0.0
32,768,262144,0.0
32,832,262144,0.0
32,896,262144,0.001953125
32,960,262144,0.0048828125
32,1024,262144,0.0205078125
32,1088,262144,0.064453125
32,1152,262144,0.1357421875
32,1216,262144,0.212890625
32,1280,262144,0.3193359375
32,1344,262144,0.4453125
32,1408,262144,0.544921875
32,1472,262144,0.66796875
32,1536,262144,0.7470703125
32,1600,262144,0.8095703125
32,1664,262144,0.87109375
32,1728,262144,0.8955078125
32,1792,262144,0.9404296875
32,1856,262144,0.95703125
32,1920,262144,0.98046875
32,1984,262144,0.9755859375
32,2048,262144,0.9921875
32,2112,262144,0.990234375
32,2176,262144,0.994140625
32,2240,262144,0.99609375
32,2304,262144,0.9990234375
32,2368,262144,0.9990234375
32,2432,262144,0.9990234375
32,2496,262144,1.0
32,2560,262144,1.0
32,2624,262144,1.0
32,2688,262144,1.0
32,2752,262144,1.0
32,2816,262144,1.0
32,2880,262144,1.0
32,2944,262144,1.0
32,3008,262144,1.0
32,3072,262144,1.0
32,3136,262144,1.0
32,3200,262144,1.0
32,3264,262144,1.0
32,3328,262144,1.0
32,3392,262144,1.0
32,3456,262144,1.0
32,3520,262144,1.0
32,3584,262144,1.0
32,3648,262144,1.0
32,3712,262144,1.0
32,3776,262144,1.0
32,3840,262144,1.0
32,3904,262144,1.0
32,3968,262144,1.0
32,4032,262144,1.0
32,4096,262144,1.0
33,64,262144,0.0
33,128,262144,0.0
33,192,262144,0.0
33,256,262144,0.0
33,320,262144,0.0
33,384,262144,0.0
33,448,262144,0.0
33,512,262144,0.0
33,576,262144,0.0
33,640,262144,0.0
33,704,262144,0.0
33,768,262144,0.0
33,832,262144,0.0
33,896,262144,0.0
33,960,262144,0.001953125
33,1024,262144,0.0107421875
33,1088,262144,0.02734375
33,1152,262144,0.083984375
33,1216,262144,0.169921875
33,1280,262144,0.2548828125
33,1344,262144,0.3515625
33,1408,262144,0.4921875
33,1472,262144,0.5986328125
33,1536,262144,0.673828125
33,1600,262144,0.759765625
33,1664,262144,0.8408203125
33,1728,262144,0.865234375
33,1792,262144,0.9140625
33,1856,262144,0.9384765625
33,1920,262144,0.9599609375
33,1984,262144,0.9736328125
33,2048,262144,0.9794921875
33,2112,262144,0.9873046875
33,2176,262144,0.994140625
33,2240,262144,0.9951171875
33,2304,262144,0.998046875
33,2368,262144,0.9990234375
33,2432,262144,0.9990234375
33,2496,262144,0.9990234375
33,2560,262144,0.9990234375
33,2624,262144,0.9990234375
33,2688,262144,1.0
33,2752,262144,0.9990234375
33,2816,262144,1.0
33,2880,262144,1.0
33,2944,262144,1.0
33,3008,262144,1.0
33,3072,262144,0.9990234375
33,3136,262144,1.0
33,3200,262144,1.0
33,3264,262144,1.0
33,3328,262144,1.0
33,3392,262144,1.0
33,3456,262144,1.0
33,3520,262144,1.0
33,3584,262144,1.0
33,3648,262144,1.0
33,3712,262144,1.0
33,3776,262144,1.0
33,3840,262144,1.0
33,3904,262144,1.0
33,3968,262144,1.0
33,4032,262144,1.0
33,4096,262144,1.0
34,64,262144,0.0
34,128,262144,0.0
34,192,262144,0.0
34,256,262144,0.0
34,320,262144,0.0
34,384,262144,0.0
34,448,262144,0.0
34,512,262144,0.0
34,576,262144,0.0
34,640,262144,0.0
34,704,262144,0.0
34,768,262144,0.0
34,832,262144,0.0
34,896,262144,0.0
34,960,262144,0.001953125
34,1024,262144,0.0068359375
34,1088,262144,0.0146484375
34,1152,262144,0.0546875
34,1216,262144,0.0869140625
34,1280,262144,0.193359375
34,1344,262144,0.2783203125
34,1408,262144,0.3798828125
34,1472,262144,0.529296875
34,1536,262144,0.5947265625
34,1600,262144,0.6904296875
34,1664,262144,0.78515625
34,1728,262144,0.8115234375
34,1792,262144,0.8818359375
34,1856,262144,0.919921875
34,1920,262144,0.9443359375
34,1984,262144,0.9580078125
34,2048,262144,0.978515625
34,2112,262144,0.9755859375
34,2176,262144,0.9833984375
34,2240,262144,0.990234375
34,2304,262144,0.9970703125
34,2368,262144,0.99609375
34,2432,262144,0.9990234375
34,2496,262144,0.9990234375
34,2560,262144,1.0
34,2624,262144,1.0
34,2688,262144,0.9990234375
34,2752,262144,0.9990234375
34,2816,262144,1.0
34,2880,262144,1.0
34,2944,262144,1.0
34,3008,262144,1.0
34,3072,262144,1.0
34,3136,262144,1.0
34,3200,262144,1.0
34,3264,262144,1.0
34,3328,262144,1.0
34,3392,262144,1.0
34,3456,262144,1.0
34,3520,262144,1.0
34,3584,262144,1.0
34,3648,262144,1.0
34,3712,262144,1.0
34,3776,262144,1.0
34,3840,262144,1.0
34,3904,262144,1.0
34,3968,262144,1.0
34,4032,262144,1.0
34,4096,262144,1.0
35,64,262144,0.0
35,128,262144,0.0
35,192,262144,0.0
35,256,262144,0.0
35,320,262144,0.0
35,384,262144,0.0
35,448,262144,0.0
35,512,262144,0.0
35,576,262144,0.0
35,640,262144,0.0
35,704,262144,0.0
35,768,262144,0.0
35,832,262144,0.0
35,896,262144,0.0
35,960,262144,0.0
35,1024,262144,0.0009765625
35,1088,262144,0.005859375
35,1152,262144,0.0166015625
35,1216,262144,0.0625
35,1280,262144,0.1259765625
35,1344,262144,0.208984375
35,1408,262144,0.3056640625
35,1472,262144,0.40234375
35,1536,262144,0.529296875
35,1600,262144,0.634765625
35,1664,262144,0.6904296875
35,1728,262144,0.787109375
35,1792,262144,0.8349609375
35,1856,262144,0.90234375
35,1920,262144,0.9208984375
35,1984,262144,0.9306640625
35,2048,262144,0.9658203125
35,2112,262144,0.970703125
35,2176,262144,0.9765625
35,2240,262144,0.984375
35,2304,262144,0.994140625
35,2368,262144,0.9921875
35,2432,262144,0.9951171875
35,2496,262144,0.9990234375
35,2560,262144,0.9970703125
35,2624,262144,0.998046875
35,2688,262144,0.9990234375
35,2752,262144,1.0
35,2816,262144,1.0
35,2880,262144,1.0
35,2944,262144,1.0
35,3008,262144,1.0
35,3072,262144,1.0
35,3136,262144,1.0
35,3200,262144,1.0
35,3264,262144,1.0
35,3328,262144,1.0
35,3392,262144,1.0
35,3456,262144,1.0
35,3520,262144,1.0
35,3584,262144,1.0
35,3648,262144,1.0
35,3712,262144,1.0
35,3776,262144,1.0
35,3840,262144,1.0
35,3904,262144,1.0
35,3968,262144,1.0
35,4032,262144,1.0
35,4096,262144,1.0
36,64,262144,0.0
36,128,262144,0.0
36,192,262144,0.0
36,256,262144,0.0
36,320,262144,0.0
36,384,262144,0.0
36,448,262144,0.0
36,512,262144,0.0
36,576,262144,0.0
36,640,262144,0.0
36,704,262144,0.0
36,768,262144,0.0
36,832,262144,0.0
36,896,262144,0.0
36,960,262144,0.0009765625
36,1024,262144,0.001953125
36,1088,262144,0.0009765625
36,1152,262144,0.0244140625
36,1216,262144,0.0390625
36,1280,262144,0.10546875
36,1344,262144,0.1572265625
36,1408,262144,0.2236328125
36,1472,262144,0.330078125
36,1536,262144,0.46484375
36,1600,262144,0.544921875
36,1664,262144,0.626953125
36,1728,262144,0.6982421875
36,1792,262144,0.8046875
36,1856,262144,0.8515625
36,1920,262144,0.9033203125
36,1984,262144,0.9287109375
36,2048,262144,0.935546875
36,2112,262144,0.955078125
36,2176,262144,0.974609375
36,2240,262144,0.9814453125
36,2304,262144,0.9853515625
36,2368,262144,0.994140625
36,2432,262144,0.9990234375
36,2496,262144,0.9951171875
36,2560,262144,0.9970703125
36,2624,262144,0.998046875
36,2688,262144,0.9990234375
36,2752,262144,0.9990234375
36,2816,262144,0.9990234375
36,2880,262144,1.0
36,2944,262144,1.0
36,3008,262144,1.0
36,3072,262144,1.0
36,3136,262144,1.0
36,3200,262144,1.0
36,3264,262144,1.0
36,3328,262144,1.0
36,3392,262144,1.0
36,3456,262144,1.0
36,3520,262144,1.0
36,3584,262144,1.0
36,3648,262144,1.0
36,3712,262144,1.0
36,3776,262144,1.0
36,3840,262144,1.0
36,3904,262144,1.0
36,3968,262144,1.0
36,4032,262144,1.0
36,4096,262144,1.0
37,64,262144,0.0
37,128,262144,0.0
37,192,262144,0.0
37,256,262144,0.0
37,320,262144,0.0
37,384,262144,0.0
37,448,262144,0.0
37,512,262144,0.0
37,576,262144,0.0
37,640,262144,0.0
37,704,262144,0.0
37,768,262144,0.0
37,832,262144,0.0
37,896,262144,0.0
37,960,262144,0.0
37,1024,262144,0.0
37,1088,262144,0.0029296875
37,1152,262144,0.0087890625
37,1216,262144,0.017578125
37,1280,262144,0.0556640625
37,1344,262144,0.1044921875
37,1408,262144,0.1591796875
37,1472,262144,0.2802734375
37,1536,262144,0.361328125
37,1600,262144,0.462890625
37,1664,262144,0.5615234375
37,1728,262144,0.6494140625
37,1792,262144,0.71875
37,1856,262144,0.8212890625
37,1920,262144,0.853515625
37,1984,262144,0.8974609375
37,2048,262144,0.9189453125
37,2112,262144,0.9443359375
37,2176,262144,0.951171875
37,2240,262144,0.9580078125
37,2304,262144,0.974609375
37,2368,262144,0.98828125
37,2432,262144,0.990234375
37,2496,262144,0.994140625
37,2560,262144,0.9951171875
37,2624,262144,0.998046875
37,2688,262144,1.0
37,2752,262144,1.0
37,2816,262144,0.998046875
37,2880,262144,1.0
37,2944,262144,1.0
37,3008,262144,0.9990234375
37,3072,262144,1.0
37,3136,262144,1.0
37,3200,262144,0.9990234375
37,3264,262144,1.0
37,3328,262144,1.0
37,3392,262144,1.0
37,3456,262144,1.0
37,3520,262144,1.0
37,3584,262144,1.0
37,3648,262144,1.0
37,3712,262144,1.0
37,3776,262144,1.0
37,3840,262144,1.0
37,3904,262144,0.9990234375
37,3968,262144,1.0
37,4032,262144,1.0
37,4096,262144,1.0
38,64,262144,0.0
38,128,262144,0.0
38,192,262144,0.0
38,256,262144,0.0
38,320,262144,0.0
38,384,262144,0.0
38,448,262144,0.0
38,512,262144,0.0
38,576,262144,0.0
38,640,262144,0.0
38,704,262144,0.0
38,768,262144,0.0
38,832,262144,0.0
38,896,262144,0.0
38,960,262144,0.0
38,1024,262144,0.0
38,1088,262144,0.0009765625
38,1152,262144,0.0029296875
38,1216,262144,0.0126953125
38,1280,262144,0.04296875
38,1344,262144,0.0634765625
38,1408,262144,0.126953125
38,1472,262144,0.20703125
38,1536,262144,0.31640625
38,1600,262144,0.3779296875
38,1664,262144,0.474609375
38,1728,262144,0.5947265625
38,1792,262144,0.6591796875
38,1856,262144,0.7412109375
38,1920,262144,0.7958984375
38,1984,262144,0.85546875
38,2048,262144,0.87890625
38,2112,262144,0.908203125
38,2176,262144,0.9384765625
38,2240,262144,0.9541015625
38,2304,262144,0.9697265625
38,2368,262144,0.9736328125
38,2432,262144,0.9833984375
38,2496,262144,0.994140625
38,2560,262144,0.9970703125
38,2624,262144,0.9912109375
38,2688,262144,0.9970703125
38,2752,262144,0.998046875
38,2816,262144,0.9970703125
38,2880,262144,1.0
38,2944,262144,1.0
38,3008,262144,1.0
38,3072,262144,0.9990234375
38,3136,262144,1.0
38,3200,262144,1.0
38,3264,262144,1.0
38,3328,262144,1.0
38,3392,262144,1.0
38,3456,262144,1.0
38,3520,262144,1.0
38,3584,262144,1.0
38,3648,262144,1.0
38,3712,262144,1.0
38,3776,262144,1.0
38,3840,262144,1.0
38,3904,262144,1.0
38,3968,262144,1.0
38,4032,262144,1.0
38,4096,262144,1.0
39,64,262144,0.0
39,128,262144,0.0
39,192,262144,0.0
39,256,262144,0.0
39,320,262144,0.0
39,384,262144,0.0
39,448,262144,0.0
39,512,262144,0.0
39,576,262144,0.0
39,640,262144,0.0
39,704,262144,0.0
39,768,262144,0.0
39,832,262144,0.0
39,896,262144,0.0
39,960,262144,0.0
39,1024,262144,0.0
39,1088,262144,0.0
39,1152,262144,0.0009765625
39,1216,262144,0.0048828125
39,1280,262144,0.021484375
39,1344,262144,0.0498046875
39,1408,262144,0.0908203125
39,1472,262144,0.1416015625
39,1536,262144,0.212890625
39,1600,262144,0.3115234375
39,1664,262144,0.4169921875
39,1728,262144,0.47265625
39,1792,262144,0.6123046875
39,1856,262144,0.671875
39,1920,262144,0.73828125
39,1984,262144,0.8046875
39,2048,262144,0.8564453125
39,2112,262144,0.9033203125
39,2176,262144,0.91796875
39,2240,262144,0.93359375
39,2304,262144,0.9560546875
39,2368,262144,0.9716796875
39,2432,262144,0.9794921875
39,2496,262144,0.9833984375
39,2560,262144,0.9853515625
39,2624,262144,0.9912109375
39,2688,262144,0.9921875
39,2752,262144,0.9990234375
39,2816,262144,0.998046875
39,2880,262144,1.0
39,2944,262144,0.998046875
39,3008,262144,0.998046875
39,3072,262144,0.998046875
39,3136,262144,1.0
39,3200,262144,1.0
39,3264,262144,1.0
39,3328,262144,1.0
39,3392,262144,1.0
39,3456,262144,1.0
39,3520,262144,1.0
39,3584,262144,1.0
39,3648,262144,1.0
39,3712,262144,1.0
39,3776,262144,1.0
39,3840,262144,1.0
39,3904,262144,1.0
39,3968,262144,1.0
39,4032,262144,1.0
39,4096,262144,1.0
40,64,262144,0.0
40,128,262144,0.0
40,192,262144,0.0
40,256,262144,0.0
40,320,262144,0.0
40,384,262144,0.0
40,448,262144,0.0
40,512,262144,0.0
40,576,262144,0.0
40,640,262144,0.0
40,704,262144,0.0
40,768,262144,0.0
40,832,262144,0.0
40,896,262144,0.0
40,960,262144,0.0
40,1024,262144,0.0
40,1088,262144,0.0
40,1152,262144,0.0
40,1216,262144,0.001953125
40,1280,262144,0.0166015625
40,1344,262144,0.02734375
40,1408,262144,0.048828125
40,1472,262144,0.1015625
40,1536,262144,0.1552734375
40,1600,262144,0.220703125
40,1664,262144,0.3505859375
40,1728,262144,0.4287109375
40,1792,262144,0.515625
40,1856,262144,0.63671875
40,1920,262144,0.7001953125
40,1984,262144,0.763671875
40,2048,262144,0.810546875
40,2112,262144,0.861328125
40,2176,262144,0.892578125
40,2240,262144,0.9501953125
40,2304,262144,0.9462890625
40,2368,262144,0.9599609375
40,2432,262144,0.9658203125
40,2496,262144,0.9736328125
40,2560,262144,0.9794921875
40,2624,262144,0.98828125
40,2688,262144,0.9931640625
40,2752,262144,0.9912109375
40,2816,262144,0.9970703125
40,2880,262144,0.9951171875
40,2944,262144,0.9970703125
40,3008,262144,1.0
40,3072,262144,0.9970703125
40,3136,262144,0.9990234375
40,3200,262144,1.0
40,3264,262144,1.0
40,3328,262144,1.0
40,3392,262144,1.0
40,3456,262144,1.0
40,3520,262144,1.0
40,3584,262144,1.0
40,3648,262144,1.0
40,3712,262144,1.0
40,3776,262144,1.0
40,3840,262144,1.0
40,3904,262144,1.0
40,3968,262144,1.0
40,4032,262144,1.0
40,4096,262144,1.0
41,64,262144,0.0
41,128,262144,0.0
41,192,262144,0.0
41,256,262144,0.0
41,320,262144,0.0
41,384,262144,0.0
41,448,262144,0.0
41,512,262144,0.0
41,576,262144,0.0
41,640,262144,0.0
41,704,262144,0.0
41,768,262144,0.0
41,832,262144,0.0
41,896,262144,0.0
41,960,262144,0.0
41,1024,262144,0.0
41,1088,262144,0.0
41,1152,262144,0.0009765625
41,1216,262144,0.0
41,1280,262144,0.0078125
41,1344,262144,0.00390625
41,1408,262144,0.033203125
41,1472,262144,0.0595703125
