d,n,k,errs
812,65536,36,0
260,65536,64,47
836,65536,36,0
860,65536,36,0
284,65536,64,56
884,65536,36,0
908,65536,36,0
308,65536,64,57
932,65536,36,0
956,65536,36,0
332,65536,64,46
980,65536,36,0
356,65536,64,52
1004,65536,36,0
20,65536,38,22
44,65536,38,11
68,65536,38,9
92,65536,38,17
116,65536,38,20
380,65536,64,46
140,65536,38,29
164,65536,38,22
404,65536,64,41
188,65536,38,25
428,65536,64,52
212,65536,38,17
236,65536,38,8
452,65536,64,45
260,65536,38,25
476,65536,64,4
284,65536,38,19
500,65536,64,6
308,65536,38,0
332,65536,38,1
524,65536,64,0
356,65536,38,1
548,65536,64,0
380,65536,38,0
572,65536,64,0
404,65536,38,0
596,65536,64,0
428,65536,38,0
620,65536,64,0
452,65536,38,0
476,65536,38,0
644,65536,64,0
500,65536,38,0
524,65536,38,0
668,65536,64,0
548,65536,38,0
692,65536,64,0
572,65536,38,0
716,65536,64,0
596,65536,38,0
620,65536,38,0
740,65536,64,0
644,65536,38,0
668,65536,38,0
764,65536,64,0
692,65536,38,0
788,65536,64,0
716,65536,38,0
812,65536,64,0
740,65536,38,0
764,65536,38,0
836,65536,64,0
788,65536,38,0
860,65536,64,0
812,65536,38,0
884,65536,64,0
836,65536,38,0
908,65536,64,0
860,65536,38,0
932,65536,64,0
884,65536,38,0
908,65536,38,0
956,65536,64,0
932,65536,38,0
980,65536,64,0
956,65536,38,0
1004,65536,64,0
20,65536,66,35
44,65536,66,35
68,65536,66,30
92,65536,66,25
980,65536,38,0
116,65536,66,32
140,65536,66,37
1004,65536,38,0
20,65536,40,22
44,65536,40,17
68,65536,40,16
92,65536,40,16
164,65536,66,48
116,65536,40,13
188,65536,66,57
140,65536,40,32
164,65536,40,25
212,65536,66,53
188,65536,40,26
236,65536,66,57
212,65536,40,30
260,65536,66,57
236,65536,40,27
284,65536,66,51
260,65536,40,23
308,65536,66,45
284,65536,40,24
308,65536,40,3
332,65536,66,56
332,65536,40,4
356,65536,40,0
356,65536,66,57
380,65536,40,0
404,65536,40,0
380,65536,66,46
428,65536,40,0
452,65536,40,0
404,65536,66,47
476,65536,40,0
500,65536,40,0
428,65536,66,48
524,65536,40,0
548,65536,40,0
452,65536,66,43
572,65536,40,0
596,65536,40,0
620,65536,40,0
476,65536,66,28
644,65536,40,0
668,65536,40,0
500,65536,66,24
692,65536,40,0
716,65536,40,0
524,65536,66,0
740,65536,40,0
764,65536,40,0
548,65536,66,0
788,65536,40,0
572,65536,66,1
812,65536,40,0
836,65536,40,0
596,65536,66,0
860,65536,40,0
884,65536,40,0
908,65536,40,0
620,65536,66,0
932,65536,40,0
644,65536,66,0
956,65536,40,0
980,65536,40,0
668,65536,66,0
1004,65536,40,0
20,65536,42,28
44,65536,42,23
68,65536,42,21
92,65536,42,21
692,65536,66,0
116,65536,42,30
140,65536,42,17
716,65536,66,0
164,65536,42,29
740,65536,66,0
764,65536,66,0
188,65536,42,31
788,65536,66,0
212,65536,42,27
812,65536,66,0
236,65536,42,25
836,65536,66,0
260,65536,42,3
860,65536,66,0
884,65536,66,0
284,65536,42,25
308,65536,42,0
908,65536,66,0
332,65536,42,0
932,65536,66,0
356,65536,42,0
956,65536,66,0
380,65536,42,0
980,65536,66,0
404,65536,42,0
428,65536,42,0
1004,65536,66,0
20,65536,68,47
44,65536,68,45
68,65536,68,27
92,65536,68,21
116,65536,68,40
452,65536,42,0
140,65536,68,46
476,65536,42,0
164,65536,68,49
500,65536,42,0
524,65536,42,0
188,65536,68,49
548,65536,42,0
212,65536,68,43
572,65536,42,0
236,65536,68,41
596,65536,42,0
620,65536,42,0
260,65536,68,49
644,65536,42,0
668,65536,42,0
284,65536,68,60
692,65536,42,0
716,65536,42,0
308,65536,68,50
740,65536,42,0
764,65536,42,0
332,65536,68,55
788,65536,42,0
812,65536,42,0
356,65536,68,50
836,65536,42,0
860,65536,42,0
884,65536,42,0
380,65536,68,53
908,65536,42,0
932,65536,42,0
404,65536,68,49
956,65536,42,0
980,65536,42,0
428,65536,68,55
1004,65536,42,0
20,65536,44,27
44,65536,44,27
68,65536,44,14
92,65536,44,23
452,65536,68,57
116,65536,44,15
140,65536,44,17
164,65536,44,19
188,65536,44,17
476,65536,68,45
212,65536,44,29
500,65536,68,34
236,65536,44,26
524,65536,68,7
260,65536,44,34
548,65536,68,1
284,65536,44,14
572,65536,68,0
308,65536,44,24
596,65536,68,0
332,65536,44,3
620,65536,68,0
356,65536,44,0
380,65536,44,0
644,65536,68,0
404,65536,44,0
668,65536,68,0
428,65536,44,0
452,65536,44,0
692,65536,68,0
476,65536,44,0
716,65536,68,0
740,65536,68,0
500,65536,44,0
764,65536,68,0
524,65536,44,0
548,65536,44,0
788,65536,68,0
572,65536,44,0
812,65536,68,0
596,65536,44,0
836,65536,68,0
620,65536,44,0
860,65536,68,0
644,65536,44,0
884,65536,68,0
668,65536,44,0
908,65536,68,0
692,65536,44,0
716,65536,44,0
932,65536,68,0
740,65536,44,0
956,65536,68,0
764,65536,44,0
980,65536,68,0
788,65536,44,0
812,65536,44,0
1004,65536,68,0
20,65536,70,47
44,65536,70,35
68,65536,70,44
836,65536,44,0
92,65536,70,39
116,65536,70,38
860,65536,44,0
140,65536,70,38
884,65536,44,0
164,65536,70,51
908,65536,44,0
932,65536,44,0
188,65536,70,52
956,65536,44,0
212,65536,70,53
980,65536,44,0
236,65536,70,59
1004,65536,44,0
20,65536,46,36
44,65536,46,20
68,65536,46,18
92,65536,46,23
260,65536,70,52
116,65536,46,30
140,65536,46,19
284,65536,70,54
164,65536,46,21
188,65536,46,31
308,65536,70,58
212,65536,46,31
332,65536,70,60
236,65536,46,31
356,65536,70,50
260,65536,46,38
284,65536,46,30
380,65536,70,57
308,65536,46,23
404,65536,70,49
332,65536,46,32
428,65536,70,57
356,65536,46,10
380,65536,46,0
404,65536,46,0
452,65536,70,32
428,65536,46,0
452,65536,46,0
476,65536,70,54
476,65536,46,0
500,65536,46,0
500,65536,70,36
524,65536,46,0
524,65536,70,36
548,65536,46,0
572,65536,46,0
596,65536,46,0
548,65536,70,44
620,65536,46,0
572,65536,70,5
644,65536,46,0
596,65536,70,0
668,65536,46,0
692,65536,46,0
620,65536,70,0
716,65536,46,0
644,65536,70,0
740,65536,46,0
764,65536,46,0
668,65536,70,0
788,65536,46,0
812,65536,46,0
692,65536,70,0
836,65536,46,0
716,65536,70,0
860,65536,46,0
884,65536,46,0
740,65536,70,0
908,65536,46,0
764,65536,70,0
932,65536,46,0
788,65536,70,0
956,65536,46,0
812,65536,70,0
980,65536,46,0
836,65536,70,0
1004,65536,46,0
20,65536,48,25
44,65536,48,19
68,65536,48,17
92,65536,48,27
860,65536,70,0
116,65536,48,16
140,65536,48,30
884,65536,70,0
164,65536,48,37
908,65536,70,0
932,65536,70,0
188,65536,48,31
956,65536,70,0
212,65536,48,35
980,65536,70,0
236,65536,48,30
1004,65536,70,0
20,65536,72,48
44,65536,72,34
68,65536,72,28
92,65536,72,26
260,65536,48,28
116,65536,72,54
140,65536,72,34
284,65536,48,32
164,65536,72,46
188,65536,72,55
308,65536,48,33
212,65536,72,58
332,65536,48,8
356,65536,48,1
236,65536,72,63
380,65536,48,2
260,65536,72,53
404,65536,48,1
428,65536,48,0
284,65536,72,57
452,65536,48,0
476,65536,48,0
308,65536,72,57
332,65536,72,64
500,65536,48,0
524,65536,48,0
548,65536,48,0
572,65536,48,0
356,65536,72,49
596,65536,48,0
620,65536,48,0
644,65536,48,0
380,65536,72,57
668,65536,48,0
692,65536,48,0
404,65536,72,57
716,65536,48,0
740,65536,48,0
764,65536,48,0
428,65536,72,56
788,65536,48,0
812,65536,48,0
452,65536,72,53
836,65536,48,0
860,65536,48,0
476,65536,72,51
884,65536,48,0
908,65536,48,0
932,65536,48,0
500,65536,72,37
956,65536,48,0
980,65536,48,0
1004,65536,48,0
20,65536,50,28
524,65536,72,51
44,65536,50,31
68,65536,50,16
92,65536,50,25
116,65536,50,30
548,65536,72,46
140,65536,50,34
164,65536,50,28
572,65536,72,1
596,65536,72,0
188,65536,50,35
620,65536,72,0
212,65536,50,35
644,65536,72,0
236,65536,50,37
260,65536,50,34
668,65536,72,0
284,65536,50,31
692,65536,72,0
308,65536,50,39
716,65536,72,0
740,65536,72,0
332,65536,50,34
764,65536,72,0
356,65536,50,39
788,65536,72,0
380,65536,50,0
812,65536,72,0
404,65536,50,0
428,65536,50,0
836,65536,72,0
860,65536,72,0
452,65536,50,0
884,65536,72,0
476,65536,50,0
908,65536,72,0
500,65536,50,0
932,65536,72,0
524,65536,50,0
956,65536,72,0
548,65536,50,0
980,65536,72,0
572,65536,50,0
1004,65536,72,0
20,65536,74,46
44,65536,74,40
68,65536,74,45
92,65536,74,40
596,65536,50,0
116,65536,74,41
620,65536,50,0
140,65536,74,47
644,65536,50,0
164,65536,74,53
668,65536,50,0
692,65536,50,0
188,65536,74,60
716,65536,50,0
740,65536,50,0
212,65536,74,63
764,65536,50,0
236,65536,74,61
788,65536,50,0
812,65536,50,0
260,65536,74,62
836,65536,50,0
860,65536,50,0
284,65536,74,67
884,65536,50,0
308,65536,74,69
908,65536,50,0
932,65536,50,0
332,65536,74,67
956,65536,50,0
980,65536,50,0
356,65536,74,57
1004,65536,50,0
20,65536,52,27
44,65536,52,18
68,65536,52,26
92,65536,52,21
380,65536,74,62
116,65536,52,32
140,65536,52,35
164,65536,52,40
404,65536,74,58
188,65536,52,41
428,65536,74,50
212,65536,52,39
236,65536,52,43
452,65536,74,62
260,65536,52,39
476,65536,74,58
284,65536,52,32
500,65536,74,0
524,65536,74,0
308,65536,52,35
332,65536,52,29
548,65536,74,37
356,65536,52,0
572,65536,74,0
380,65536,52,31
596,65536,74,0
404,65536,52,0
620,65536,74,0
428,65536,52,0
644,65536,74,0
452,65536,52,1
668,65536,74,0
476,65536,52,0
692,65536,74,0
500,65536,52,0
524,65536,52,0
716,65536,74,0
548,65536,52,0
740,65536,74,0
572,65536,52,0
764,65536,74,0
596,65536,52,0
788,65536,74,0
620,65536,52,0
812,65536,74,0
644,65536,52,0
836,65536,74,0
668,65536,52,0
860,65536,74,0
692,65536,52,0
716,65536,52,0
884,65536,74,0
740,65536,52,0
908,65536,74,0
764,65536,52,0
932,65536,74,0
788,65536,52,0
956,65536,74,0
812,65536,52,0
980,65536,74,0
836,65536,52,0
1004,65536,74,0
20,65536,76,49
44,65536,76,50
68,65536,76,33
860,65536,52,0
92,65536,76,44
116,65536,76,45
884,65536,52,0
140,65536,76,47
908,65536,52,0
164,65536,76,48
932,65536,52,0
956,65536,52,0
188,65536,76,57
980,65536,52,0
212,65536,76,52
1004,65536,52,0
20,65536,54,28
44,65536,54,26
68,65536,54,22
236,65536,76,52
92,65536,54,29
116,65536,54,30
260,65536,76,58
140,65536,54,35
164,65536,54,38
284,65536,76,64
188,65536,54,44
308,65536,76,60
212,65536,54,46
332,65536,76,65
236,65536,54,43
356,65536,76,71
260,65536,54,42
284,65536,54,46
380,65536,76,64
308,65536,54,41
404,65536,76,59
332,65536,54,38
356,65536,54,25
428,65536,76,67
380,65536,54,31
452,65536,76,61
404,65536,54,39
476,65536,76,53
500,65536,76,48
428,65536,54,10
524,65536,76,3
452,65536,54,0
476,65536,54,0
548,65536,76,44
500,65536,54,0
572,65536,76,14
524,65536,54,0
596,65536,76,0
548,65536,54,0
620,65536,76,0
572,65536,54,0
644,65536,76,0
596,65536,54,0
620,65536,54,0
668,65536,76,0
644,65536,54,0
668,65536,54,0
692,65536,76,0
692,65536,54,0
716,65536,54,0
716,65536,76,0
740,65536,54,0
764,65536,54,0
740,65536,76,0
788,65536,54,0
764,65536,76,0
812,65536,54,0
836,65536,54,0
788,65536,76,0
860,65536,54,0
812,65536,76,0
884,65536,54,0
836,65536,76,0
908,65536,54,0
860,65536,76,0
932,65536,54,0
956,65536,54,0
884,65536,76,0
980,65536,54,0
908,65536,76,0
1004,65536,54,0
20,65536,56,34
44,65536,56,37
68,65536,56,29
932,65536,76,0
92,65536,56,21
116,65536,56,29
140,65536,56,20
956,65536,76,0
164,65536,56,42
980,65536,76,0
188,65536,56,43
1004,65536,76,0
20,65536,78,44
44,65536,78,43
68,65536,78,42
92,65536,78,39
116,65536,78,40
212,65536,56,35
140,65536,78,57
236,65536,56,47
164,65536,78,58
260,65536,56,40
188,65536,78,66
212,65536,78,64
284,65536,56,46
236,65536,78,62
308,65536,56,51
260,65536,78,70
332,65536,56,42
284,65536,78,60
356,65536,56,33
308,65536,78,58
380,65536,56,40
332,65536,78,65
356,65536,78,58
404,65536,56,30
428,65536,56,2
380,65536,78,68
452,65536,56,3
476,65536,56,1
404,65536,78,62
500,65536,56,0
524,65536,56,0
428,65536,78,60
548,65536,56,0
452,65536,78,52
572,65536,56,0
596,65536,56,0
476,65536,78,56
620,65536,56,0
644,65536,56,0
500,65536,78,65
668,65536,56,0
692,65536,56,0
716,65536,56,0
524,65536,78,54
740,65536,56,0
764,65536,56,0
788,65536,56,0
548,65536,78,39
812,65536,56,0
836,65536,56,0
572,65536,78,54
860,65536,56,0
884,65536,56,0
908,65536,56,0
596,65536,78,25
932,65536,56,0
620,65536,78,1
956,65536,56,0
644,65536,78,0
980,65536,56,0
668,65536,78,0
1004,65536,56,0
20,65536,58,37
44,65536,58,35
68,65536,58,27
92,65536,58,17
116,65536,58,29
140,65536,58,23
692,65536,78,0
164,65536,58,40
188,65536,58,36
716,65536,78,0
212,65536,58,40
740,65536,78,0
236,65536,58,48
764,65536,78,0
260,65536,58,44
788,65536,78,0
284,65536,58,48
812,65536,78,0
308,65536,58,53
836,65536,78,0
860,65536,78,0
332,65536,58,52
884,65536,78,0
356,65536,58,48
908,65536,78,0
932,65536,78,0
380,65536,58,22
956,65536,78,0
980,65536,78,0
404,65536,58,24
1004,65536,78,0
20,65536,80,54
44,65536,80,47
68,65536,80,40
92,65536,80,40
116,65536,80,39
140,65536,80,53
164,65536,80,63
188,65536,80,63
428,65536,58,20
452,65536,58,0
212,65536,80,52
476,65536,58,8
236,65536,80,70
500,65536,58,0
524,65536,58,0
260,65536,80,62
548,65536,58,0
284,65536,80,66
572,65536,58,0
308,65536,80,62
596,65536,58,0
332,65536,80,69
620,65536,58,0
644,65536,58,0
356,65536,80,70
668,65536,58,0
692,65536,58,0
380,65536,80,74
716,65536,58,0
740,65536,58,0
404,65536,80,71
764,65536,58,0
788,65536,58,0
428,65536,80,65
812,65536,58,0
836,65536,58,0
452,65536,80,70
860,65536,58,0
884,65536,58,0
476,65536,80,62
908,65536,58,0
932,65536,58,0
956,65536,58,0
500,65536,80,55
980,65536,58,0
1004,65536,58,0
20,65536,60,35
44,65536,60,30
68,65536,60,34
524,65536,80,42
92,65536,60,28
116,65536,60,40
140,65536,60,36
548,65536,80,39
164,65536,60,48
188,65536,60,33
572,65536,80,58
212,65536,60,48
236,65536,60,48
260,65536,60,50
596,65536,80,51
284,65536,60,50
620,65536,80,0
308,65536,60,47
644,65536,80,0
332,65536,60,25
668,65536,80,0
692,65536,80,0
356,65536,60,38
716,65536,80,0
380,65536,60,37
740,65536,80,0
764,65536,80,0
404,65536,60,45
428,65536,60,2
788,65536,80,0
452,65536,60,19
812,65536,80,0
836,65536,80,0
476,65536,60,15
860,65536,80,0
500,65536,60,0
884,65536,80,0
524,65536,60,0
548,65536,60,0
908,65536,80,0
932,65536,80,0
572,65536,60,0
956,65536,80,0
596,65536,60,0
980,65536,80,0
620,65536,60,0
1004,65536,80,0
20,65536,82,51
44,65536,82,51
68,65536,82,43
92,65536,82,36
644,65536,60,0
116,65536,82,43
140,65536,82,53
668,65536,60,0
164,65536,82,67
692,65536,60,0
716,65536,60,0
188,65536,82,58
740,65536,60,0
212,65536,82,60
764,65536,60,0
236,65536,82,63
788,65536,60,0
260,65536,82,67
812,65536,60,0
836,65536,60,0
284,65536,82,69
860,65536,60,0
884,65536,60,0
308,65536,82,75
908,65536,60,0
932,65536,60,0
332,65536,82,79
956,65536,60,0
356,65536,82,66
980,65536,60,0
1004,65536,60,0
20,65536,62,42
44,65536,62,37
68,65536,62,31
92,65536,62,25
380,65536,82,62
116,65536,62,31
140,65536,62,47
164,65536,62,41
404,65536,82,77
188,65536,62,52
428,65536,82,71
212,65536,62,46
236,65536,62,47
452,65536,82,70
260,65536,62,52
476,65536,82,74
284,65536,62,52
308,65536,62,43
500,65536,82,67
332,65536,62,48
524,65536,82,52
356,65536,62,43
548,65536,82,60
380,65536,62,41
404,65536,62,38
428,65536,62,0
572,65536,82,40
452,65536,62,0
596,65536,82,0
620,65536,82,0
476,65536,62,41
644,65536,82,0
668,65536,82,0
500,65536,62,39
692,65536,82,0
524,65536,62,1
716,65536,82,0
548,65536,62,0
740,65536,82,0
572,65536,62,0
764,65536,82,0
596,65536,62,0
788,65536,82,0
620,65536,62,0
812,65536,82,0
644,65536,62,0
836,65536,82,0
668,65536,62,0
860,65536,82,0
692,65536,62,0
884,65536,82,0
716,65536,62,0
908,65536,82,0
740,65536,62,0
764,65536,62,0
932,65536,82,0
788,65536,62,0
956,65536,82,0
812,65536,62,0
980,65536,82,0
836,65536,62,0
1004,65536,82,0
20,65536,84,57
44,65536,84,49
68,65536,84,47
860,65536,62,0
92,65536,84,44
884,65536,62,0
116,65536,84,48
908,65536,62,0
140,65536,84,65
932,65536,62,0
164,65536,84,66
956,65536,62,0
188,65536,84,70
980,65536,62,0
212,65536,84,61
1004,65536,62,0
20,65536,64,41
44,65536,64,35
68,65536,64,27
92,65536,64,32
116,65536,64,33
236,65536,84,69
140,65536,64,43
260,65536,84,66
164,65536,64,52
188,65536,64,47
284,65536,84,70
212,65536,64,57
308,65536,84,70
236,65536,64,51
332,65536,84,77
260,65536,64,49
356,65536,84,74
284,65536,64,49
380,65536,84,67
308,65536,64,49
332,65536,64,51
404,65536,84,70
356,65536,64,52
428,65536,84,67
380,65536,64,56
452,65536,84,64
404,65536,64,56
476,65536,84,65
428,65536,64,19
500,65536,84,74
452,65536,64,41
524,65536,84,67
476,65536,64,42
500,65536,64,33
548,65536,84,65
524,65536,64,4
548,65536,64,0
572,65536,64,0
572,65536,84,56
596,65536,64,0
620,65536,64,0
644,65536,64,0
668,65536,64,0
596,65536,84,66
692,65536,64,0
716,65536,64,0
620,65536,84,50
740,65536,64,0
644,65536,84,1
764,65536,64,0
668,65536,84,0
788,65536,64,0
812,65536,64,0
692,65536,84,39
836,65536,64,0
716,65536,84,0
860,65536,64,0
740,65536,84,0
884,65536,64,0
908,65536,64,0
764,65536,84,0
932,65536,64,0
956,65536,64,0
788,65536,84,0
980,65536,64,0
812,65536,84,0
1004,65536,64,0
20,65536,66,45
44,65536,66,38
68,65536,66,32
92,65536,66,33
836,65536,84,0
116,65536,66,37
140,65536,66,33
860,65536,84,0
164,65536,66,39
884,65536,84,0
188,65536,66,46
908,65536,84,0
932,65536,84,0
212,65536,66,51
956,65536,84,0
236,65536,66,51
980,65536,84,0
260,65536,66,50
1004,65536,84,0
20,65536,86,59
44,65536,86,51
68,65536,86,45
92,65536,86,41
284,65536,66,56
116,65536,86,45
140,65536,86,56
308,65536,66,49
164,65536,86,58
332,65536,66,51
188,65536,86,71
212,65536,86,69
356,65536,66,54
236,65536,86,75
380,65536,66,50
260,65536,86,68
284,65536,86,60
404,65536,66,49
308,65536,86,70
428,65536,66,57
332,65536,86,72
452,65536,66,46
356,65536,86,66
476,65536,66,38
380,65536,86,73
500,65536,66,32
404,65536,86,70
524,65536,66,1
548,65536,66,0
428,65536,86,70
572,65536,66,0
596,65536,66,0
452,65536,86,73
620,65536,66,0
476,65536,86,75
644,65536,66,0
668,65536,66,0
500,65536,86,65
692,65536,66,0
716,65536,66,0
524,65536,86,71
740,65536,66,0
764,65536,66,0
548,65536,86,73
788,65536,66,0
812,65536,66,0
572,65536,86,48
836,65536,66,0
860,65536,66,0
884,65536,66,0
596,65536,86,64
908,65536,66,0
620,65536,86,0
932,65536,66,0
644,65536,86,1
956,65536,66,0
668,65536,86,0
980,65536,66,0
1004,65536,66,0
20,65536,68,47
44,65536,68,40
692,65536,86,3
68,65536,68,25
92,65536,68,29
716,65536,86,0
116,65536,68,45
140,65536,68,43
740,65536,86,0
164,65536,68,53
764,65536,86,0
188,65536,68,54
788,65536,86,0
212,65536,68,57
236,65536,68,58
812,65536,86,0
260,65536,68,60
836,65536,86,0
284,65536,68,63
860,65536,86,0
884,65536,86,0
308,65536,68,54
908,65536,86,0
332,65536,68,54
932,65536,86,0
356,65536,68,55
956,65536,86,0
980,65536,86,0
380,65536,68,54
1004,65536,86,0
20,65536,88,62
44,65536,88,54
68,65536,88,39
92,65536,88,55
116,65536,88,48
404,65536,68,44
140,65536,88,49
164,65536,88,64
428,65536,68,51
188,65536,88,55
212,65536,88,69
452,65536,68,32
236,65536,88,84
260,65536,88,71
476,65536,68,30
284,65536,88,82
500,65536,68,11
524,65536,68,2
308,65536,88,81
548,65536,68,15
332,65536,88,75
572,65536,68,13
356,65536,88,74
596,65536,68,0
380,65536,88,75
620,65536,68,0
644,65536,68,0
404,65536,88,79
668,65536,68,0
428,65536,88,81
692,65536,68,0
716,65536,68,0
452,65536,88,73
740,65536,68,0
764,65536,68,0
476,65536,88,79
788,65536,68,0
812,65536,68,0
500,65536,88,75
836,65536,68,0
860,65536,68,0
524,65536,88,57
884,65536,68,0
908,65536,68,0
932,65536,68,0
548,65536,88,66
956,65536,68,0
980,65536,68,0
572,65536,88,73
1004,65536,68,0
20,65536,70,43
44,65536,70,34
68,65536,70,38
92,65536,70,33
116,65536,70,46
140,65536,70,53
164,65536,70,50
188,65536,70,57
596,65536,88,71
212,65536,70,62
236,65536,70,54
260,65536,70,54
284,65536,70,71
308,65536,70,55
620,65536,88,57
332,65536,70,56
644,65536,88,5
356,65536,70,48
668,65536,88,0
692,65536,88,0
380,65536,70,51
716,65536,88,2
740,65536,88,0
404,65536,70,63
764,65536,88,0
428,65536,70,51
788,65536,88,0
452,65536,70,50
812,65536,88,0
836,65536,88,0
476,65536,70,42
860,65536,88,0
500,65536,70,44
884,65536,88,0
908,65536,88,0
524,65536,70,18
932,65536,88,0
548,65536,70,50
956,65536,88,0
572,65536,70,0
980,65536,88,0
596,65536,70,0
1004,65536,88,0
20,65536,90,64
44,65536,90,45
68,65536,90,46
92,65536,90,42
116,65536,90,46
620,65536,70,0
140,65536,90,57
164,65536,90,63
644,65536,70,0
188,65536,90,76
668,65536,70,0
212,65536,90,62
692,65536,70,0
236,65536,90,69
716,65536,70,0
260,65536,90,84
740,65536,70,0
284,65536,90,74
764,65536,70,0
788,65536,70,0
308,65536,90,73
812,65536,70,0
836,65536,70,0
332,65536,90,74
860,65536,70,0
356,65536,90,83
884,65536,70,0
908,65536,70,0
380,65536,90,78
932,65536,70,0
956,65536,70,0
404,65536,90,76
980,65536,70,0
1004,65536,70,0
20,65536,72,51
44,65536,72,35
68,65536,72,37
428,65536,90,81
92,65536,72,32
116,65536,72,50
140,65536,72,37
452,65536,90,69
164,65536,72,52
188,65536,72,56
476,65536,90,82
212,65536,72,60
236,65536,72,58
500,65536,90,73
260,65536,72,52
524,65536,90,69
284,65536,72,63
308,65536,72,63
548,65536,90,72
332,65536,72,63
572,65536,90,69
356,65536,72,49
380,65536,72,59
404,65536,72,56
596,65536,90,71
428,65536,72,55
452,65536,72,54
476,65536,72,50
620,65536,90,53
500,65536,72,44
644,65536,90,63
524,65536,72,44
668,65536,90,6
548,65536,72,0
692,65536,90,0
572,65536,72,0
716,65536,90,0
596,65536,72,0
620,65536,72,0
740,65536,90,0
644,65536,72,0
764,65536,90,0
668,65536,72,0
692,65536,72,0
788,65536,90,0
716,65536,72,0
812,65536,90,0
740,65536,72,0
836,65536,90,0
764,65536,72,0
860,65536,90,0
788,65536,72,0
884,65536,90,0
812,65536,72,0
836,65536,72,0
908,65536,90,0
860,65536,72,0
932,65536,90,0
884,65536,72,0
956,65536,90,0
908,65536,72,0
980,65536,90,0
932,65536,72,0
956,65536,72,0
1004,65536,90,0
20,65536,92,60
44,65536,92,58
68,65536,92,53
92,65536,92,39
116,65536,92,42
980,65536,72,0
140,65536,92,67
1004,65536,72,0
20,65536,74,50
44,65536,74,41
68,65536,74,39
164,65536,92,75
92,65536,74,35
116,65536,74,46
188,65536,92,82
140,65536,74,53
164,65536,74,47
212,65536,92,61
188,65536,74,53
236,65536,92,72
212,65536,74,59
260,65536,92,74
236,65536,74,53
284,65536,92,76
260,65536,74,69
308,65536,92,79
284,65536,74,58
332,65536,92,82
308,65536,74,71
356,65536,92,83
332,65536,74,70
380,65536,92,79
356,65536,74,63
404,65536,92,84
380,65536,74,55
428,65536,92,74
404,65536,74,65
452,65536,92,89
428,65536,74,64
452,65536,74,55
476,65536,92,76
476,65536,74,55
500,65536,92,81
500,65536,74,27
524,65536,92,79
524,65536,74,32
548,65536,92,73
548,65536,74,0
572,65536,74,0
572,65536,92,60
596,65536,74,1
620,65536,74,0
596,65536,92,54
644,65536,74,0
620,65536,92,69
668,65536,74,0
644,65536,92,13
692,65536,74,0
668,65536,92,24
716,65536,74,0
692,65536,92,0
740,65536,74,0
716,65536,92,0
764,65536,74,0
740,65536,92,0
788,65536,74,0
764,65536,92,0
812,65536,74,0
836,65536,74,0
788,65536,92,0
860,65536,74,0
884,65536,74,0
812,65536,92,0
908,65536,74,0
836,65536,92,0
932,65536,74,0
956,65536,74,0
860,65536,92,0
980,65536,74,0
884,65536,92,0
1004,65536,74,0
20,65536,76,44
44,65536,76,40
68,65536,76,37
92,65536,76,41
908,65536,92,0
116,65536,76,48
140,65536,76,46
932,65536,92,0
164,65536,76,54
956,65536,92,0
188,65536,76,66
980,65536,92,0
212,65536,76,36
1004,65536,92,0
20,65536,94,67
236,65536,76,55
44,65536,94,58
68,65536,94,56
92,65536,94,50
116,65536,94,59
260,65536,76,65
140,65536,94,58
164,65536,94,63
284,65536,76,63
188,65536,94,77
308,65536,76,59
212,65536,94,80
332,65536,76,51
236,65536,94,80
356,65536,76,57
260,65536,94,81
284,65536,94,78
380,65536,76,67
308,65536,94,83
404,65536,76,69
332,65536,94,86
428,65536,76,74
356,65536,94,81
380,65536,94,79
404,65536,94,88
452,65536,76,70
428,65536,94,88
476,65536,76,61
452,65536,94,82
500,65536,76,55
476,65536,94,78
524,65536,76,56
500,65536,94,68
548,65536,76,41
524,65536,94,74
572,65536,76,46
548,65536,94,75
596,65536,76,0
620,65536,76,0
644,65536,76,0
668,65536,76,0
572,65536,94,79
692,65536,76,0
596,65536,94,79
716,65536,76,0
740,65536,76,0
620,65536,94,69
764,65536,76,0
788,65536,76,0
644,65536,94,64
812,65536,76,0
836,65536,76,0
860,65536,76,0
668,65536,94,44
884,65536,76,0
692,65536,94,2
908,65536,76,0
716,65536,94,7
932,65536,76,0
740,65536,94,0
956,65536,76,0
764,65536,94,0
980,65536,76,0
1004,65536,76,0
20,65536,78,57
44,65536,78,40
68,65536,78,39
92,65536,78,35
788,65536,94,0
116,65536,78,50
140,65536,78,52
812,65536,94,0
164,65536,78,58
836,65536,94,0
188,65536,78,48
212,65536,78,62
860,65536,94,0
236,65536,78,63
884,65536,94,0
260,65536,78,60
908,65536,94,0
284,65536,78,67
932,65536,94,0
308,65536,78,66
956,65536,94,0
332,65536,78,64
980,65536,94,0
356,65536,78,67
1004,65536,94,0
20,65536,96,63
44,65536,96,54
68,65536,96,51
92,65536,96,56
116,65536,96,65
380,65536,78,66
140,65536,96,76
164,65536,96,68
404,65536,78,68
188,65536,96,73
428,65536,78,69
212,65536,96,79
236,65536,96,70
452,65536,78,61
260,65536,96,87
476,65536,78,64
284,65536,96,77
308,65536,96,83
500,65536,78,63
332,65536,96,84
524,65536,78,65
356,65536,96,91
548,65536,78,25
380,65536,96,88
