d,n,k,errs
908,65536,66,0
932,65536,66,0
548,65536,82,48
956,65536,66,0
980,65536,66,0
572,65536,82,46
1004,65536,66,0
20,65536,68,48
44,65536,68,39
68,65536,68,32
92,65536,68,28
116,65536,68,33
596,65536,82,3
140,65536,68,48
620,65536,82,0
164,65536,68,49
644,65536,82,5
188,65536,68,51
668,65536,82,0
212,65536,68,58
692,65536,82,0
236,65536,68,56
260,65536,68,57
716,65536,82,0
284,65536,68,65
740,65536,82,0
308,65536,68,52
764,65536,82,0
332,65536,68,55
788,65536,82,0
356,65536,68,44
812,65536,82,0
836,65536,82,0
380,65536,68,55
860,65536,82,0
884,65536,82,0
404,65536,68,55
908,65536,82,0
428,65536,68,37
932,65536,82,0
956,65536,82,0
452,65536,68,48
980,65536,82,0
1004,65536,82,0
20,65536,84,53
44,65536,84,41
68,65536,84,40
92,65536,84,44
116,65536,84,61
140,65536,84,54
476,65536,68,26
164,65536,84,58
500,65536,68,2
188,65536,84,59
212,65536,84,62
524,65536,68,46
236,65536,84,64
548,65536,68,12
260,65536,84,70
572,65536,68,0
596,65536,68,0
284,65536,84,70
620,65536,68,0
308,65536,84,71
644,65536,68,0
332,65536,84,73
668,65536,68,0
356,65536,84,71
692,65536,68,0
716,65536,68,0
380,65536,84,77
740,65536,68,0
404,65536,84,77
764,65536,68,0
788,65536,68,0
428,65536,84,77
812,65536,68,0
836,65536,68,0
452,65536,84,57
860,65536,68,0
884,65536,68,0
476,65536,84,77
908,65536,68,0
932,65536,68,0
956,65536,68,0
500,65536,84,61
980,65536,68,0
1004,65536,68,0
20,65536,70,40
44,65536,70,36
68,65536,70,38
92,65536,70,20
524,65536,84,52
116,65536,70,46
140,65536,70,39
548,65536,84,54
164,65536,70,52
188,65536,70,47
212,65536,70,44
572,65536,84,50
236,65536,70,51
596,65536,84,1
260,65536,70,56
620,65536,84,52
284,65536,70,57
644,65536,84,0
308,65536,70,56
668,65536,84,1
692,65536,84,0
332,65536,70,60
716,65536,84,0
356,65536,70,62
740,65536,84,0
380,65536,70,55
764,65536,84,0
404,65536,70,53
788,65536,84,0
428,65536,70,55
812,65536,84,0
836,65536,84,0
452,65536,70,54
860,65536,84,0
884,65536,84,0
476,65536,70,49
908,65536,84,0
500,65536,70,5
932,65536,84,0
524,65536,70,47
956,65536,84,0
548,65536,70,9
980,65536,84,0
572,65536,70,0
1004,65536,84,0
20,65536,86,58
44,65536,86,45
68,65536,86,47
92,65536,86,43
596,65536,70,1
116,65536,86,52
620,65536,70,0
140,65536,86,48
164,65536,86,65
644,65536,70,0
188,65536,86,77
668,65536,70,0
212,65536,86,75
692,65536,70,0
236,65536,86,71
716,65536,70,0
260,65536,86,73
740,65536,70,0
764,65536,70,0
284,65536,86,73
788,65536,70,0
308,65536,86,74
812,65536,70,0
332,65536,86,75
836,65536,70,0
860,65536,70,0
356,65536,86,72
884,65536,70,0
908,65536,70,0
380,65536,86,72
932,65536,70,0
956,65536,70,0
404,65536,86,76
980,65536,70,0
1004,65536,70,0
20,65536,72,54
44,65536,72,39
68,65536,72,36
428,65536,86,82
92,65536,72,48
116,65536,72,42
140,65536,72,55
452,65536,86,79
164,65536,72,56
188,65536,72,64
476,65536,86,65
212,65536,72,49
236,65536,72,53
500,65536,86,78
260,65536,72,60
524,65536,86,59
284,65536,72,56
548,65536,86,65
308,65536,72,59
332,65536,72,53
572,65536,86,66
356,65536,72,62
596,65536,86,19
620,65536,86,2
380,65536,72,63
644,65536,86,1
404,65536,72,62
668,65536,86,2
692,65536,86,0
716,65536,86,0
740,65536,86,0
764,65536,86,0
428,65536,72,60
788,65536,86,0
452,65536,72,60
812,65536,86,0
476,65536,72,51
836,65536,86,0
860,65536,86,0
500,65536,72,40
884,65536,86,0
908,65536,86,0
524,65536,72,29
932,65536,86,0
548,65536,72,4
956,65536,86,0
572,65536,72,0
980,65536,86,0
596,65536,72,0
1004,65536,86,0
20,65536,88,61
44,65536,88,51
68,65536,88,52
92,65536,88,46
620,65536,72,0
116,65536,88,33
140,65536,88,46
164,65536,88,52
644,65536,72,0
188,65536,88,61
668,65536,72,0
212,65536,88,74
692,65536,72,0
236,65536,88,68
260,65536,88,68
716,65536,72,0
740,65536,72,0
764,65536,72,0
284,65536,88,75
788,65536,72,0
308,65536,88,75
812,65536,72,0
332,65536,88,73
836,65536,72,0
860,65536,72,0
884,65536,72,0
356,65536,88,75
908,65536,72,0
932,65536,72,0
380,65536,88,81
956,65536,72,0
980,65536,72,0
404,65536,88,73
1004,65536,72,0
20,65536,74,45
44,65536,74,51
68,65536,74,29
92,65536,74,40
116,65536,74,39
428,65536,88,76
140,65536,74,43
164,65536,74,59
452,65536,88,80
188,65536,74,55
212,65536,74,62
476,65536,88,78
236,65536,74,59
260,65536,74,64
500,65536,88,54
284,65536,74,70
524,65536,88,62
308,65536,74,72
548,65536,88,62
332,65536,74,68
356,65536,74,55
572,65536,88,73
380,65536,74,55
596,65536,88,66
404,65536,74,59
620,65536,88,46
428,65536,74,44
644,65536,88,2
452,65536,74,48
668,65536,88,9
692,65536,88,0
476,65536,74,58
716,65536,88,0
740,65536,88,0
500,65536,74,59
764,65536,88,0
524,65536,74,37
788,65536,88,0
548,65536,74,42
812,65536,88,0
572,65536,74,0
596,65536,74,0
836,65536,88,0
620,65536,74,0
860,65536,88,0
644,65536,74,0
884,65536,88,0
668,65536,74,0
908,65536,88,0
932,65536,88,0
692,65536,74,0
956,65536,88,0
716,65536,74,0
980,65536,88,0
740,65536,74,0
1004,65536,88,0
20,65536,90,59
44,65536,90,43
68,65536,90,46
92,65536,90,43
764,65536,74,0
116,65536,90,42
140,65536,90,68
788,65536,74,0
164,65536,90,51
812,65536,74,0
188,65536,90,85
836,65536,74,0
212,65536,90,68
860,65536,74,0
236,65536,90,76
884,65536,74,0
908,65536,74,0
260,65536,90,76
932,65536,74,0
284,65536,90,74
956,65536,74,0
980,65536,74,0
308,65536,90,83
1004,65536,74,0
20,65536,76,47
44,65536,76,44
68,65536,76,30
92,65536,76,33
116,65536,76,36
332,65536,90,75
140,65536,76,50
356,65536,90,73
164,65536,76,57
188,65536,76,62
380,65536,90,76
212,65536,76,59
236,65536,76,52
404,65536,90,81
260,65536,76,65
428,65536,90,86
284,65536,76,58
452,65536,90,73
308,65536,76,62
332,65536,76,68
476,65536,90,76
356,65536,76,58
500,65536,90,70
380,65536,76,67
524,65536,90,67
404,65536,76,64
548,65536,90,78
428,65536,76,56
572,65536,90,66
452,65536,76,63
476,65536,76,67
596,65536,90,51
500,65536,76,58
620,65536,90,51
524,65536,76,25
644,65536,90,67
548,65536,76,4
572,65536,76,0
596,65536,76,0
668,65536,90,68
620,65536,76,0
644,65536,76,0
692,65536,90,13
668,65536,76,1
716,65536,90,0
740,65536,90,1
692,65536,76,0
764,65536,90,0
716,65536,76,0
788,65536,90,0
740,65536,76,0
764,65536,76,0
812,65536,90,0
788,65536,76,0
836,65536,90,0
812,65536,76,0
860,65536,90,0
836,65536,76,0
884,65536,90,0
860,65536,76,0
908,65536,90,0
884,65536,76,0
908,65536,76,0
932,65536,90,0
932,65536,76,0
956,65536,90,0
956,65536,76,0
980,65536,90,0
980,65536,76,0
1004,65536,90,0
20,65536,92,62
44,65536,92,63
68,65536,92,52
1004,65536,76,0
92,65536,92,46
20,65536,78,48
44,65536,78,45
68,65536,78,37
116,65536,92,52
92,65536,78,48
140,65536,92,56
116,65536,78,50
164,65536,92,73
140,65536,78,53
164,65536,78,58
188,65536,92,78
188,65536,78,57
212,65536,92,73
212,65536,78,69
236,65536,92,83
236,65536,78,60
260,65536,92,80
260,65536,78,65
284,65536,92,75
284,65536,78,65
308,65536,92,77
308,65536,78,68
332,65536,92,84
332,65536,78,57
356,65536,92,73
356,65536,78,60
380,65536,92,84
380,65536,78,69
404,65536,92,82
404,65536,78,71
428,65536,92,84
428,65536,78,62
452,65536,92,81
452,65536,78,70
476,65536,92,78
476,65536,78,68
500,65536,92,64
500,65536,78,59
524,65536,92,74
524,65536,78,49
548,65536,92,69
548,65536,78,10
572,65536,78,15
572,65536,92,55
596,65536,78,0
620,65536,78,0
644,65536,78,1
596,65536,92,58
668,65536,78,0
692,65536,78,0
620,65536,92,72
716,65536,78,0
740,65536,78,0
644,65536,92,47
764,65536,78,0
788,65536,78,0
668,65536,92,17
812,65536,78,0
692,65536,92,10
836,65536,78,0
716,65536,92,1
860,65536,78,0
740,65536,92,3
884,65536,78,0
908,65536,78,0
764,65536,92,0
932,65536,78,0
956,65536,78,0
788,65536,92,0
980,65536,78,0
812,65536,92,0
1004,65536,78,0
20,65536,80,54
44,65536,80,44
68,65536,80,48
92,65536,80,35
116,65536,80,34
140,65536,80,57
164,65536,80,53
836,65536,92,0
188,65536,80,60
860,65536,92,0
212,65536,80,64
884,65536,92,0
236,65536,80,59
908,65536,92,0
260,65536,80,68
932,65536,92,0
284,65536,80,65
956,65536,92,0
308,65536,80,62
980,65536,92,0
332,65536,80,61
1004,65536,92,0
20,65536,94,66
44,65536,94,56
68,65536,94,54
92,65536,94,43
116,65536,94,44
356,65536,80,73
140,65536,94,64
164,65536,94,75
380,65536,80,78
188,65536,94,75
212,65536,94,75
236,65536,94,83
260,65536,94,75
404,65536,80,70
284,65536,94,81
428,65536,80,74
308,65536,94,74
452,65536,80,71
332,65536,94,88
356,65536,94,83
476,65536,80,55
380,65536,94,91
500,65536,80,66
404,65536,94,85
524,65536,80,52
428,65536,94,81
548,65536,80,54
452,65536,94,78
572,65536,80,20
476,65536,94,86
596,65536,80,59
620,65536,80,0
500,65536,94,81
644,65536,80,0
668,65536,80,2
524,65536,94,81
692,65536,80,0
548,65536,94,89
716,65536,80,0
740,65536,80,0
572,65536,94,79
764,65536,80,0
596,65536,94,60
788,65536,80,0
812,65536,80,0
620,65536,94,64
836,65536,80,0
644,65536,94,2
860,65536,80,0
884,65536,80,0
668,65536,94,69
908,65536,80,0
932,65536,80,0
692,65536,94,12
956,65536,80,0
716,65536,94,0
980,65536,80,0
740,65536,94,0
1004,65536,80,0
20,65536,82,62
44,65536,82,45
764,65536,94,1
68,65536,82,41
92,65536,82,36
788,65536,94,0
116,65536,82,56
140,65536,82,51
164,65536,82,65
812,65536,94,0
188,65536,82,72
212,65536,82,63
836,65536,94,0
236,65536,82,75
860,65536,94,0
260,65536,82,58
884,65536,94,0
284,65536,82,60
908,65536,94,0
308,65536,82,73
932,65536,94,0
332,65536,82,74
956,65536,94,0
356,65536,82,74
980,65536,94,0
1004,65536,94,0
20,65536,96,54
44,65536,96,59
68,65536,96,59
380,65536,82,75
92,65536,96,53
116,65536,96,64
140,65536,96,72
404,65536,82,75
164,65536,96,72
428,65536,82,71
188,65536,96,77
212,65536,96,78
452,65536,82,68
236,65536,96,73
260,65536,96,91
476,65536,82,67
284,65536,96,81
500,65536,82,67
308,65536,96,84
332,65536,96,88
524,65536,82,58
356,65536,96,90
548,65536,82,62
380,65536,96,80
572,65536,82,65
404,65536,96,90
596,65536,82,5
428,65536,96,84
620,65536,82,47
452,65536,96,83
644,65536,82,1
668,65536,82,1
476,65536,96,78
692,65536,82,1
500,65536,96,80
716,65536,82,0
524,65536,96,77
740,65536,82,0
764,65536,82,0
548,65536,96,78
788,65536,82,0
572,65536,96,82
812,65536,82,0
836,65536,82,0
860,65536,82,0
596,65536,96,82
884,65536,82,0
620,65536,96,76
908,65536,82,0
932,65536,82,0
644,65536,96,59
956,65536,82,0
980,65536,82,0
1004,65536,82,0
20,65536,84,54
44,65536,84,50
68,65536,84,47
92,65536,84,45
668,65536,96,63
116,65536,84,46
692,65536,96,0
140,65536,84,49
164,65536,84,58
716,65536,96,7
740,65536,96,0
188,65536,84,63
764,65536,96,3
212,65536,84,73
236,65536,84,72
788,65536,96,0
260,65536,84,60
812,65536,96,0
284,65536,84,74
836,65536,96,0
308,65536,84,75
860,65536,96,0
332,65536,84,71
884,65536,96,0
356,65536,84,80
908,65536,96,0
380,65536,84,68
932,65536,96,0
404,65536,84,60
956,65536,96,0
980,65536,96,0
428,65536,84,79
1004,65536,96,0
20,65536,98,75
44,65536,98,63
68,65536,98,63
92,65536,98,66
116,65536,98,49
452,65536,84,77
140,65536,98,67
164,65536,98,83
476,65536,84,70
188,65536,98,70
212,65536,98,80
500,65536,84,66
236,65536,98,86
260,65536,98,93
524,65536,84,60
284,65536,98,82
548,65536,84,43
308,65536,98,87
332,65536,98,84
572,65536,84,60
356,65536,98,83
596,65536,84,49
380,65536,98,90
404,65536,98,79
620,65536,84,48
644,65536,84,1
428,65536,98,83
668,65536,84,0
692,65536,84,0
452,65536,98,84
716,65536,84,0
740,65536,84,0
476,65536,98,84
764,65536,84,0
500,65536,98,77
788,65536,84,0
524,65536,98,78
812,65536,84,0
836,65536,84,0
548,65536,98,92
860,65536,84,0
884,65536,84,0
572,65536,98,75
908,65536,84,0
932,65536,84,0
596,65536,98,84
956,65536,84,0
980,65536,84,0
620,65536,98,75
1004,65536,84,0
20,65536,86,53
44,65536,86,52
68,65536,86,39
92,65536,86,42
116,65536,86,51
644,65536,98,79
140,65536,86,47
164,65536,86,61
188,65536,86,53
668,65536,98,70
212,65536,86,67
236,65536,86,71
260,65536,86,68
692,65536,98,75
284,65536,86,71
716,65536,98,63
308,65536,86,64
332,65536,86,70
740,65536,98,47
356,65536,86,76
764,65536,98,0
788,65536,98,0
380,65536,86,74
404,65536,86,81
812,65536,98,0
836,65536,98,0
428,65536,86,74
452,65536,86,80
860,65536,98,0
476,65536,86,65
884,65536,98,0
500,65536,86,67
908,65536,98,0
524,65536,86,74
932,65536,98,0
956,65536,98,0
548,65536,86,65
980,65536,98,0
1004,65536,98,0
20,65536,100,66
44,65536,100,61
68,65536,100,48
92,65536,100,53
572,65536,86,68
116,65536,100,62
596,65536,86,3
140,65536,100,68
164,65536,100,82
620,65536,86,0
644,65536,86,0
188,65536,100,78
212,65536,100,86
668,65536,86,15
236,65536,100,87
692,65536,86,1
260,65536,100,88
716,65536,86,0
284,65536,100,82
740,65536,86,0
308,65536,100,89
332,65536,100,86
764,65536,86,0
356,65536,100,93
788,65536,86,0
812,65536,86,0
380,65536,100,92
836,65536,86,0
404,65536,100,86
860,65536,86,0
428,65536,100,93
884,65536,86,0
908,65536,86,0
452,65536,100,100
932,65536,86,0
956,65536,86,0
476,65536,100,95
980,65536,86,0
1004,65536,86,0
20,65536,88,56
44,65536,88,49
68,65536,88,59
500,65536,100,84
92,65536,88,58
116,65536,88,56
140,65536,88,59
524,65536,100,91
164,65536,88,71
188,65536,88,66
548,65536,100,80
212,65536,88,73
236,65536,88,74
572,65536,100,83
260,65536,88,74
596,65536,100,76
284,65536,88,73
308,65536,88,84
620,65536,100,66
332,65536,88,78
356,65536,88,78
644,65536,100,76
668,65536,100,1
380,65536,88,71
692,65536,100,1
404,65536,88,80
716,65536,100,63
428,65536,88,82
452,65536,88,74
740,65536,100,62
764,65536,100,0
476,65536,88,74
788,65536,100,2
500,65536,88,65
812,65536,100,0
524,65536,88,73
836,65536,100,0
860,65536,100,0
548,65536,88,74
884,65536,100,0
908,65536,100,0
572,65536,88,68
932,65536,100,0
596,65536,88,55
956,65536,100,0
980,65536,100,0
620,65536,88,58
1004,65536,100,0
20,65536,2,0
44,65536,2,0
68,65536,2,0
92,65536,2,0
116,65536,2,0
140,65536,2,0
164,65536,2,0
188,65536,2,0
212,65536,2,0
236,65536,2,0
260,65536,2,0
284,65536,2,0
644,65536,88,47
308,65536,2,0
332,65536,2,0
356,65536,2,0
380,65536,2,0
404,65536,2,0
428,65536,2,0
452,65536,2,0
476,65536,2,0
500,65536,2,0
524,65536,2,0
668,65536,88,37
548,65536,2,0
572,65536,2,0
692,65536,88,1
596,65536,2,0
620,65536,2,0
644,65536,2,0
716,65536,88,0
668,65536,2,0
692,65536,2,0
740,65536,88,0
716,65536,2,0
740,65536,2,0
764,65536,2,0
788,65536,2,0
764,65536,88,0
812,65536,2,0
836,65536,2,0
860,65536,2,0
884,65536,2,0
788,65536,88,0
908,65536,2,0
932,65536,2,0
812,65536,88,0
956,65536,2,0
980,65536,2,0
836,65536,88,0
1004,65536,2,0
20,65536,4,1
44,65536,4,0
68,65536,4,0
92,65536,4,0
116,65536,4,0
140,65536,4,0
860,65536,88,0
164,65536,4,0
188,65536,4,0
212,65536,4,0
236,65536,4,0
260,65536,4,0
284,65536,4,0
884,65536,88,0
308,65536,4,0
332,65536,4,0
356,65536,4,0
380,65536,4,0
908,65536,88,0
404,65536,4,0
428,65536,4,0
452,65536,4,0
476,65536,4,0
932,65536,88,0
500,65536,4,0
524,65536,4,0
548,65536,4,0
956,65536,88,0
572,65536,4,0
596,65536,4,0
980,65536,88,0
620,65536,4,0
644,65536,4,0
1004,65536,88,0
20,65536,90,60
668,65536,4,0
44,65536,90,51
68,65536,90,51
692,65536,4,0
92,65536,90,47
716,65536,4,0
740,65536,4,0
116,65536,90,71
764,65536,4,0
140,65536,90,56
788,65536,4,0
164,65536,90,49
812,65536,4,0
836,65536,4,0
188,65536,90,61
860,65536,4,0
212,65536,90,68
884,65536,4,0
908,65536,4,0
236,65536,90,76
932,65536,4,0
956,65536,4,0
260,65536,90,79
980,65536,4,0
1004,65536,4,0
20,65536,6,2
284,65536,90,85
44,65536,6,1
68,65536,6,0
92,65536,6,0
116,65536,6,0
140,65536,6,0
164,65536,6,0
188,65536,6,0
212,65536,6,0
308,65536,90,82
236,65536,6,0
260,65536,6,0
284,65536,6,0
308,65536,6,0
332,65536,6,0
332,65536,90,75
356,65536,6,0
380,65536,6,0
404,65536,6,0
428,65536,6,0
452,65536,6,0
356,65536,90,71
476,65536,6,0
500,65536,6,0
524,65536,6,0
548,65536,6,0
572,65536,6,0
380,65536,90,72
596,65536,6,0
620,65536,6,0
644,65536,6,0
668,65536,6,0
404,65536,90,86
692,65536,6,0
716,65536,6,0
740,65536,6,0
428,65536,90,81
764,65536,6,0
788,65536,6,0
812,65536,6,0
452,65536,90,76
836,65536,6,0
860,65536,6,0
884,65536,6,0
908,65536,6,0
476,65536,90,74
932,65536,6,0
956,65536,6,0
980,65536,6,0
500,65536,90,73
1004,65536,6,0
20,65536,8,1
44,65536,8,1
68,65536,8,0
92,65536,8,0
116,65536,8,0
140,65536,8,0
164,65536,8,0
524,65536,90,77
188,65536,8,0
212,65536,8,0
236,65536,8,0
260,65536,8,0
284,65536,8,0
308,65536,8,0
332,65536,8,0
356,65536,8,0
548,65536,90,77
380,65536,8,0
404,65536,8,0
428,65536,8,0
452,65536,8,0
476,65536,8,0
500,65536,8,0
524,65536,8,0
572,65536,90,60
548,65536,8,0
572,65536,8,0
596,65536,8,0
620,65536,8,0
644,65536,8,0
596,65536,90,49
668,65536,8,0
692,65536,8,0
716,65536,8,0
740,65536,8,0
620,65536,90,66
764,65536,8,0
788,65536,8,0
812,65536,8,0
836,65536,8,0
644,65536,90,62
860,65536,8,0
884,65536,8,0
908,65536,8,0
668,65536,90,8
932,65536,8,0
692,65536,90,2
956,65536,8,0
980,65536,8,0
716,65536,90,0
1004,65536,8,0
20,65536,10,3
44,65536,10,3
68,65536,10,1
92,65536,10,0
116,65536,10,1
740,65536,90,0
140,65536,10,0
164,65536,10,0
188,65536,10,0
212,65536,10,0
236,65536,10,0
764,65536,90,0
260,65536,10,0
284,65536,10,0
308,65536,10,0
332,65536,10,0
356,65536,10,0
380,65536,10,0
788,65536,90,0
404,65536,10,0
428,65536,10,0
452,65536,10,0
476,65536,10,0
812,65536,90,0
500,65536,10,0
524,65536,10,0
548,65536,10,0
836,65536,90,0
572,65536,10,0
596,65536,10,0
620,65536,10,0
860,65536,90,0
644,65536,10,0
668,65536,10,0
692,65536,10,0
884,65536,90,0
716,65536,10,0
740,65536,10,0
764,65536,10,0
908,65536,90,0
788,65536,10,0
932,65536,90,0
812,65536,10,0
836,65536,10,0
956,65536,90,0
860,65536,10,0
884,65536,10,0
980,65536,90,0
908,65536,10,0
1004,65536,90,0
20,65536,92,59
44,65536,92,54
932,65536,10,0
68,65536,92,45
92,65536,92,45
956,65536,10,0
116,65536,92,58
980,65536,10,0
140,65536,92,78
1004,65536,10,0
20,65536,12,4
44,65536,12,3
68,65536,12,2
164,65536,92,71
92,65536,12,0
116,65536,12,2
140,65536,12,0
188,65536,92,66
164,65536,12,0
188,65536,12,0
212,65536,12,0
212,65536,92,73
236,65536,12,0
260,65536,12,0
284,65536,12,0
236,65536,92,87
308,65536,12,0
332,65536,12,0
356,65536,12,0
260,65536,92,75
380,65536,12,0
404,65536,12,0
428,65536,12,0
452,65536,12,0
284,65536,92,75
476,65536,12,0
500,65536,12,0
524,65536,12,0
548,65536,12,0
308,65536,92,83
572,65536,12,0
596,65536,12,0
620,65536,12,0
332,65536,92,79
644,65536,12,0
668,65536,12,0
692,65536,12,0
356,65536,92,80
716,65536,12,0
740,65536,12,0
764,65536,12,0
788,65536,12,0
380,65536,92,77
812,65536,12,0
836,65536,12,0
860,65536,12,0
404,65536,92,84
884,65536,12,0
908,65536,12,0
428,65536,92,82
932,65536,12,0
956,65536,12,0
980,65536,12,0
452,65536,92,78
1004,65536,12,0
20,65536,14,5
44,65536,14,2
68,65536,14,0
92,65536,14,0
116,65536,14,0
140,65536,14,0
164,65536,14,0
476,65536,92,84
188,65536,14,0
212,65536,14,0
236,65536,14,0
260,65536,14,0
284,65536,14,0
308,65536,14,0
500,65536,92,83
332,65536,14,0
356,65536,14,0
380,65536,14,0
404,65536,14,0
428,65536,14,0
524,65536,92,79
452,65536,14,0
476,65536,14,0
500,65536,14,0
524,65536,14,0
548,65536,14,0
548,65536,92,83
572,65536,14,0
596,65536,14,0
620,65536,14,0
644,65536,14,0
572,65536,92,58
668,65536,14,0
692,65536,14,0
716,65536,14,0
740,65536,14,0
764,65536,14,0
596,65536,92,71
788,65536,14,0
812,65536,14,0
836,65536,14,0
860,65536,14,0
620,65536,92,68
884,65536,14,0
908,65536,14,0
932,65536,14,0
644,65536,92,47
956,65536,14,0
980,65536,14,0
668,65536,92,5
1004,65536,14,0
20,65536,16,9
44,65536,16,3
692,65536,92,0
68,65536,16,4
92,65536,16,3
116,65536,16,0
716,65536,92,0
140,65536,16,0
164,65536,16,0
188,65536,16,0
212,65536,16,0
740,65536,92,0
236,65536,16,0
260,65536,16,0
284,65536,16,0
764,65536,92,0
308,65536,16,0
332,65536,16,0
356,65536,16,0
380,65536,16,0
788,65536,92,0
404,65536,16,0
428,65536,16,0
452,65536,16,0
476,65536,16,0
812,65536,92,0
500,65536,16,0
524,65536,16,0
548,65536,16,0
836,65536,92,0
572,65536,16,0
596,65536,16,0
620,65536,16,0
860,65536,92,0
644,65536,16,0
668,65536,16,0
692,65536,16,0
716,65536,16,0
884,65536,92,0
740,65536,16,0
764,65536,16,0
908,65536,92,0
788,65536,16,0
812,65536,16,0
932,65536,92,0
836,65536,16,0
860,65536,16,0
956,65536,92,0
884,65536,16,0
908,65536,16,0
980,65536,92,0
932,65536,16,0
1004,65536,92,0
20,65536,94,66
44,65536,94,53
68,65536,94,45
956,65536,16,0
92,65536,94,46
116,65536,94,61
980,65536,16,0
140,65536,94,45
1004,65536,16,0
20,65536,18,10
44,65536,18,5
68,65536,18,5
164,65536,94,82
92,65536,18,2
116,65536,18,0
188,65536,94,74
140,65536,18,2
164,65536,18,0
188,65536,18,0
212,65536,94,72
212,65536,18,0
236,65536,18,0
236,65536,94,80
260,65536,18,0
284,65536,18,0
260,65536,94,78
308,65536,18,0
332,65536,18,0
356,65536,18,0
380,65536,18,0
284,65536,94,84
404,65536,18,0
428,65536,18,0
452,65536,18,0
476,65536,18,0
308,65536,94,83
500,65536,18,0
524,65536,18,0
548,65536,18,0
332,65536,94,88
572,65536,18,0
596,65536,18,0
620,65536,18,0
356,65536,94,91
644,65536,18,0
668,65536,18,0
692,65536,18,0
716,65536,18,0
380,65536,94,82
740,65536,18,0
764,65536,18,0
788,65536,18,0
404,65536,94,83
812,65536,18,0
836,65536,18,0
860,65536,18,0
428,65536,94,76
884,65536,18,0
908,65536,18,0
452,65536,94,85
932,65536,18,0
956,65536,18,0
980,65536,18,0
476,65536,94,78
1004,65536,18,0
20,65536,20,8
44,65536,20,4
68,65536,20,8
92,65536,20,2
116,65536,20,5
140,65536,20,12
500,65536,94,72
164,65536,20,0
188,65536,20,0
212,65536,20,0
236,65536,20,0
524,65536,94,75
260,65536,20,0
284,65536,20,0
308,65536,20,0
548,65536,94,76
332,65536,20,0
356,65536,20,0
380,65536,20,0
404,65536,20,0
428,65536,20,0
452,65536,20,0
572,65536,94,82
476,65536,20,0
500,65536,20,0
524,65536,20,0
548,65536,20,0
572,65536,20,0
596,65536,94,69
596,65536,20,0
620,65536,20,0
644,65536,20,0
668,65536,20,0
620,65536,94,53
692,65536,20,0
716,65536,20,0
740,65536,20,0
764,65536,20,0
644,65536,94,78
788,65536,20,0
812,65536,20,0
836,65536,20,0
860,65536,20,0
668,65536,94,51
884,65536,20,0
908,65536,20,0
