type,n,k,d,success_rate,b
threshold,262144,22,4264,1.0,80
topk,262144,22,4592,1.0,80
threshold,262144,22,7216,1.0,80
threshold,262144,22,7380,1.0,80
threshold,262144,22,7872,1.0,80
threshold,1048576,56,2952,0.0,80
topk,1048576,56,2952,0.6,80
threshold,1048576,56,4428,0.0375,80
topk,1048576,56,4428,1.0,80
threshold,1048576,56,5084,0.3,80
topk,1048576,56,5084,1.0,80
threshold,1048576,56,5248,0.4125,80
topk,1048576,56,5248,1.0,80
threshold,1048576,56,5576,0.75,80
topk,1048576,56,5576,1.0,80
threshold,1048576,56,5740,0.7625,80
topk,1048576,56,5740,1.0,80
threshold,1048576,56,6068,0.925,80
topk,1048576,56,6068,1.0,80
threshold,1048576,56,6396,0.9625,80
topk,1048576,56,6396,1.0,80
threshold,256,58,984,0.0,80
threshold,256,58,1312,0.1125,80
topk,256,58,2952,1.0,80
threshold,256,58,3444,1.0,80
threshold,256,58,3608,0.9875,80
threshold,256,58,3772,0.9875,80
topk,256,58,4428,1.0,80
threshold,256,58,4592,0.9875,80
topk,256,58,5084,1.0,80
topk,256,58,5248,1.0,80
topk,256,58,5576,1.0,80
topk,256,58,5740,1.0,80
topk,256,58,6068,1.0,80
topk,256,58,6396,1.0,80
threshold,512,58,492,0.0,80
topk,512,58,492,0.0,80
threshold,512,58,656,0.0,80
topk,512,58,656,0.0,80
threshold,512,58,1804,0.3,80
topk,512,58,1804,0.725,80
threshold,512,58,2296,0.725,80
topk,512,58,2296,0.9625,80
threshold,512,58,3280,0.95,80
topk,512,58,3280,1.0,80
threshold,512,58,4100,1.0,80
topk,512,58,4100,1.0,80
threshold,512,58,4756,0.9875,80
topk,512,58,4756,1.0,80
threshold,512,58,7052,1.0,80
topk,512,58,7052,1.0,80
threshold,1024,58,164,0.0,80
threshold,1024,58,328,0.0,80
topk,1024,58,984,0.0,80
threshold,1024,58,1148,0.0,80
topk,1024,58,1312,0.1125,80
topk,1024,58,3444,1.0,80
topk,1024,58,3608,1.0,80
topk,1024,58,3772,1.0,80
topk,1024,58,4592,1.0,80
threshold,1024,58,6724,1.0,80
threshold,2048,58,492,0.0,80
threshold,2048,58,656,0.0,80
topk,2048,58,984,0.0,80
topk,2048,58,1312,0.0125,80
threshold,2048,58,1804,0.0,80
threshold,2048,58,2296,0.2,80
threshold,2048,58,3280,0.7875,80
topk,2048,58,3444,1.0,80
topk,2048,58,3608,1.0,80
topk,2048,58,3772,1.0,80
threshold,2048,58,4100,0.9625,80
topk,2048,58,4592,1.0,80
threshold,2048,58,4756,0.975,80
threshold,2048,58,7052,1.0,80
topk,4096,58,492,0.0,80
topk,4096,58,656,0.0,80
threshold,4096,58,984,0.0,80
threshold,4096,58,1312,0.0,80
topk,4096,58,1804,0.325,80
topk,4096,58,2296,0.875,80
topk,4096,58,3280,1.0,80
threshold,4096,58,3444,0.75,80
threshold,4096,58,3608,0.85,80
threshold,4096,58,3772,0.9,80
topk,4096,58,4100,1.0,80
threshold,4096,58,4592,0.9375,80
topk,4096,58,4756,1.0,80
topk,4096,58,7052,1.0,80
topk,8192,58,984,0.0,80
topk,8192,58,1312,0.0,80
threshold,8192,58,1476,0.0,80
threshold,8192,58,2624,0.05,80
topk,8192,58,3444,1.0,80
topk,8192,58,3608,1.0,80
topk,8192,58,3772,1.0,80
topk,8192,58,4592,1.0,80
threshold,8192,58,4920,0.9875,80
threshold,8192,58,5412,1.0,80
threshold,8192,58,6232,1.0,80
threshold,8192,58,6888,1.0,80
threshold,8192,58,7544,1.0,80
threshold,8192,58,7708,1.0,80
threshold,16384,58,1476,0.0,80
topk,16384,58,1476,0.0,80
threshold,16384,58,2624,0.0,80
topk,16384,58,2624,0.8125,80
threshold,16384,58,4920,0.9625,80
topk,16384,58,4920,1.0,80
threshold,16384,58,5412,0.9875,80
topk,16384,58,5412,1.0,80
threshold,16384,58,6232,1.0,80
topk,16384,58,6232,1.0,80
threshold,16384,58,6888,1.0,80
topk,16384,58,6888,1.0,80
threshold,16384,58,7544,1.0,80
topk,16384,58,7544,1.0,80
threshold,16384,58,7708,1.0,80
topk,16384,58,7708,1.0,80
threshold,32768,58,492,0.0,80
topk,32768,58,492,0.0,80
threshold,32768,58,656,0.0,80
topk,32768,58,656,0.0,80
threshold,32768,58,1804,0.0,80
topk,32768,58,1804,0.025,80
threshold,32768,58,2296,0.0,80
topk,32768,58,2296,0.4625,80
threshold,32768,58,3280,0.05,80
topk,32768,58,3280,0.975,80
threshold,32768,58,4100,0.5125,80
topk,32768,58,4100,1.0,80
threshold,32768,58,4756,0.8125,80
topk,32768,58,4756,1.0,80
threshold,32768,58,7052,1.0,80
topk,32768,58,7052,1.0,80
threshold,524288,22,492,0.0,80
threshold,524288,22,656,0.0,80
topk,524288,22,820,0.1375,80
threshold,524288,22,1804,0.2375,80
threshold,524288,22,2296,0.9125,80
topk,524288,22,2788,1.0,80
threshold,524288,22,3280,1.0,80
threshold,524288,22,4100,1.0,80
threshold,524288,22,4756,1.0,80
topk,524288,22,5904,1.0,80
topk,524288,22,6560,1.0,80
threshold,524288,22,7052,1.0,80
topk,65536,58,984,0.0,80
topk,65536,58,1312,0.0,80
threshold,65536,58,2952,0.0,80
topk,65536,58,3444,1.0,80
topk,65536,58,3608,1.0,80
topk,65536,58,3772,1.0,80
threshold,65536,58,4428,0.5625,80
topk,65536,58,4592,1.0,80
threshold,65536,58,5084,0.85,80
threshold,65536,58,5248,0.9375,80
threshold,65536,58,5576,0.9375,80
threshold,65536,58,5740,0.9375,80
threshold,65536,58,6068,0.95,80
threshold,65536,58,6396,1.0,80
threshold,131072,58,164,0.0,80
threshold,131072,58,328,0.0,80
threshold,131072,58,1148,0.0,80
topk,131072,58,1640,0.0,80
threshold,131072,58,6724,0.9875,80
topk,131072,58,8036,1.0,80
topk,262144,58,164,0.0,80
topk,262144,58,328,0.0,80
topk,262144,58,1148,0.0,80
threshold,262144,58,1476,0.0,80
threshold,262144,58,2624,0.0,80
threshold,262144,58,4920,0.5125,80
threshold,262144,58,5412,0.8125,80
threshold,262144,58,6232,0.975,80
topk,262144,58,6724,1.0,80
threshold,262144,58,6888,1.0,80
threshold,262144,58,7544,1.0,80
threshold,262144,58,7708,1.0,80
topk,524288,58,1476,0.0,80
threshold,524288,58,1968,0.0,80
threshold,524288,58,2132,0.0,80
threshold,524288,58,2460,0.0,80
topk,524288,58,2624,0.3375,80
threshold,524288,58,3116,0.0,80
threshold,524288,58,3936,0.0,80
threshold,524288,58,4264,0.0125,80
topk,524288,58,4920,1.0,80
topk,524288,58,5412,1.0,80
topk,524288,58,6232,1.0,80
topk,524288,58,6888,1.0,80
threshold,524288,58,7216,0.9875,80
threshold,524288,58,7380,0.9875,80
topk,524288,58,7544,1.0,80
topk,524288,58,7708,1.0,80
threshold,524288,58,7872,0.9875,80
topk,1048576,22,164,0.0,80
topk,1048576,22,328,0.0,80
topk,1048576,22,1148,0.8625,80
threshold,1048576,22,1476,0.0,80
threshold,1048576,22,2624,0.9875,80
threshold,1048576,22,4920,1.0,80
threshold,1048576,22,5412,1.0,80
threshold,1048576,22,6232,1.0,80
topk,1048576,22,6724,1.0,80
threshold,1048576,22,6888,1.0,80
threshold,1048576,22,7544,1.0,80
threshold,1048576,22,7708,1.0,80
topk,256,24,984,0.9875,80
topk,256,24,1312,1.0,80
threshold,256,24,1640,0.9875,80
topk,256,24,3444,1.0,80
topk,256,24,3608,1.0,80
topk,256,24,3772,1.0,80
topk,256,24,4592,1.0,80
threshold,256,24,8036,1.0,80
topk,512,24,984,0.9875,80
topk,512,24,1312,1.0,80
threshold,512,24,1640,0.9875,80
topk,512,24,3444,1.0,80
topk,512,24,3608,1.0,80
topk,512,24,3772,1.0,80
topk,512,24,4592,1.0,80
threshold,512,24,8036,1.0,80
topk,1024,24,164,0.0,80
topk,1024,24,328,0.0,80
threshold,1024,24,984,0.4625,80
topk,1024,24,1148,1.0,80
threshold,1024,24,1312,0.8125,80
threshold,1024,24,3444,1.0,80
threshold,1024,24,3608,1.0,80
threshold,1024,24,3772,1.0,80
threshold,1024,24,4592,1.0,80
topk,1024,24,6724,1.0,80
topk,2048,24,1476,1.0,80
threshold,2048,24,1968,1.0,80
threshold,2048,24,2132,1.0,80
threshold,2048,24,2460,1.0,80
topk,2048,24,2624,1.0,80
threshold,2048,24,3116,1.0,80
threshold,2048,24,3936,1.0,80
threshold,2048,24,4264,1.0,80
topk,2048,24,4920,1.0,80
topk,2048,24,5412,1.0,80
topk,2048,24,6232,1.0,80
topk,2048,24,6888,1.0,80
threshold,2048,24,7216,1.0,80
threshold,2048,24,7380,1.0,80
topk,2048,24,7544,1.0,80
topk,2048,24,7708,1.0,80
threshold,2048,24,7872,1.0,80
topk,4096,24,164,0.0,80
topk,4096,24,328,0.0,80
topk,4096,24,1148,0.9875,80
threshold,4096,24,1968,1.0,80
threshold,4096,24,2132,1.0,80
threshold,4096,24,2460,1.0,80
threshold,4096,24,3116,1.0,80
threshold,4096,24,3936,1.0,80
threshold,4096,24,4264,1.0,80
topk,4096,24,6724,1.0,80
threshold,4096,24,7216,1.0,80
threshold,4096,24,7380,1.0,80
threshold,4096,24,7872,1.0,80
threshold,8192,24,984,0.0,80
threshold,8192,24,1312,0.3625,80
topk,8192,24,1968,1.0,80
topk,8192,24,2132,1.0,80
topk,8192,24,2460,1.0,80
topk,8192,24,3116,1.0,80
threshold,8192,24,3444,1.0,80
threshold,8192,24,3608,1.0,80
threshold,8192,24,3772,1.0,80
topk,8192,24,3936,1.0,80
topk,8192,24,4264,1.0,80
threshold,8192,24,4592,1.0,80
topk,8192,24,7216,1.0,80
topk,8192,24,7380,1.0,80
topk,8192,24,7872,1.0,80
threshold,16384,24,1640,0.6125,80
topk,16384,24,2952,1.0,80
topk,16384,24,4428,1.0,80
topk,16384,24,5084,1.0,80
topk,16384,24,5248,1.0,80
topk,16384,24,5576,1.0,80
topk,16384,24,5740,1.0,80
topk,16384,24,6068,1.0,80
topk,16384,24,6396,1.0,80
threshold,16384,24,8036,1.0,80
threshold,32768,24,492,0.0,80
threshold,32768,24,656,0.0,80
topk,32768,24,1476,1.0,80
threshold,32768,24,1804,0.7375,80
threshold,32768,24,2296,0.9625,80
topk,32768,24,2624,1.0,80
threshold,32768,24,3280,1.0,80
threshold,32768,24,4100,1.0,80
threshold,32768,24,4756,1.0,80
topk,32768,24,4920,1.0,80
topk,32768,24,5412,1.0,80
topk,32768,24,6232,1.0,80
topk,32768,24,6888,1.0,80
threshold,32768,24,7052,1.0,80
topk,32768,24,7544,1.0,80
topk,32768,24,7708,1.0,80
topk,65536,24,492,0.0,80
topk,65536,24,656,0.0,80
threshold,65536,24,820,0.0,80
topk,65536,24,1804,1.0,80
topk,65536,24,2296,1.0,80
threshold,65536,24,2788,0.9875,80
topk,65536,24,3280,1.0,80
topk,65536,24,4100,1.0,80
topk,65536,24,4756,1.0,80
threshold,65536,24,5904,1.0,80
threshold,65536,24,6560,1.0,80
topk,65536,24,7052,1.0,80
topk,131072,24,820,0.25,80
topk,131072,24,2788,1.0,80
threshold,131072,24,2952,0.9875,80
threshold,131072,24,4428,1.0,80
threshold,131072,24,5084,1.0,80
threshold,131072,24,5248,1.0,80
threshold,131072,24,5576,1.0,80
threshold,131072,24,5740,1.0,80
topk,131072,24,5904,1.0,80
threshold,131072,24,6068,1.0,80
threshold,131072,24,6396,1.0,80
topk,131072,24,6560,1.0,80
topk,262144,24,164,0.0,80
topk,262144,24,328,0.0,80
threshold,262144,24,492,0.0,80
threshold,262144,24,656,0.0,80
topk,262144,24,1148,0.8125,80
threshold,262144,24,1804,0.175,80
threshold,262144,24,2296,0.8125,80
threshold,262144,24,3280,1.0,80
threshold,262144,24,4100,1.0,80
threshold,262144,24,4756,1.0,80
topk,262144,24,6724,1.0,80
threshold,262144,24,7052,1.0,80
threshold,1048576,58,1476,0.0,80
topk,1048576,58,1968,0.0,80
topk,1048576,58,2132,0.0125,80
topk,1048576,58,2460,0.1,80
threshold,1048576,58,2624,0.0,80
topk,1048576,58,3116,0.725,80
topk,1048576,58,3936,1.0,80
topk,1048576,58,4264,1.0,80
threshold,1048576,58,4920,0.1625,80
threshold,1048576,58,5412,0.475,80
threshold,1048576,58,6232,0.9125,80
threshold,1048576,58,6888,0.9875,80
topk,1048576,58,7216,1.0,80
topk,1048576,58,7380,1.0,80
threshold,1048576,58,7544,0.9875,80
threshold,1048576,58,7708,0.9875,80
topk,1048576,58,7872,1.0,80
topk,256,60,984,0.075,80
topk,256,60,1312,0.275,80
threshold,256,60,1968,0.5625,80
threshold,256,60,2132,0.6875,80
threshold,256,60,2460,0.825,80
threshold,256,60,3116,0.95,80
topk,256,60,3444,1.0,80
topk,256,60,3608,1.0,80
topk,256,60,3772,1.0,80
threshold,256,60,3936,1.0,80
threshold,256,60,4264,1.0,80
topk,256,60,4592,1.0,80
threshold,256,60,7216,1.0,80
threshold,256,60,7380,1.0,80
threshold,256,60,7872,1.0,80
topk,512,60,1968,0.7625,80
topk,512,60,2132,0.8625,80
topk,512,60,2460,0.9375,80
threshold,512,60,2952,0.875,80
topk,512,60,3116,1.0,80
topk,512,60,3936,1.0,80
topk,512,60,4264,1.0,80
threshold,512,60,4428,1.0,80
threshold,512,60,5084,1.0,80
threshold,512,60,5248,1.0,80
threshold,512,60,5576,1.0,80
threshold,512,60,5740,1.0,80
threshold,512,60,6068,1.0,80
threshold,512,60,6396,1.0,80
topk,512,60,7216,1.0,80
topk,512,60,7380,1.0,80
topk,512,60,7872,1.0,80
topk,1024,60,1968,0.675,80
topk,1024,60,2132,0.8,80
topk,1024,60,2460,0.925,80
threshold,1024,60,2952,0.8125,80
topk,1024,60,3116,1.0,80
topk,1024,60,3936,1.0,80
topk,1024,60,4264,1.0,80
threshold,1024,60,4428,1.0,80
threshold,1024,60,5084,1.0,80
threshold,1024,60,5248,1.0,80
threshold,1024,60,5576,1.0,80
threshold,1024,60,5740,1.0,80
threshold,1024,60,6068,1.0,80
threshold,1024,60,6396,1.0,80
topk,1024,60,7216,1.0,80
topk,1024,60,7380,1.0,80
topk,1024,60,7872,1.0,80
topk,2048,60,1640,0.2,80
threshold,2048,60,1968,0.0125,80
threshold,2048,60,2132,0.0625,80
threshold,2048,60,2460,0.2375,80
threshold,2048,60,3116,0.75,80
threshold,2048,60,3936,0.9625,80
threshold,2048,60,4264,0.9875,80
threshold,2048,60,7216,1.0,80
threshold,2048,60,7380,1.0,80
threshold,2048,60,7872,1.0,80
topk,2048,60,8036,1.0,80
threshold,4096,60,984,0.0,80
threshold,4096,60,1312,0.0,80
topk,4096,60,1640,0.1,80
threshold,4096,60,3444,0.8625,80
threshold,4096,60,3608,0.875,80
threshold,4096,60,3772,0.8875,80
threshold,4096,60,4592,0.975,80
topk,4096,60,8036,1.0,80
topk,8192,60,1968,0.275,80
topk,8192,60,2132,0.3625,80
topk,8192,60,2460,0.75,80
threshold,8192,60,2952,0.2375,80
topk,8192,60,3116,0.975,80
topk,8192,60,3936,1.0,80
topk,8192,60,4264,1.0,80
threshold,8192,60,4428,0.925,80
threshold,8192,60,5084,0.9875,80
threshold,8192,60,5248,1.0,80
threshold,8192,60,5576,0.9875,80
threshold,8192,60,5740,1.0,80
threshold,8192,60,6068,1.0,80
threshold,8192,60,6396,1.0,80
topk,8192,60,7216,1.0,80
topk,8192,60,7380,1.0,80
topk,8192,60,7872,1.0,80
threshold,16384,60,820,0.0,80
topk,16384,60,1968,0.1875,80
topk,16384,60,2132,0.3,80
topk,16384,60,2460,0.6375,80
threshold,16384,60,2788,0.025,80
topk,16384,60,3116,0.9625,80
topk,16384,60,3936,1.0,80
topk,16384,60,4264,1.0,80
threshold,16384,60,5904,1.0,80
threshold,16384,60,6560,1.0,80
topk,16384,60,7216,1.0,80
topk,16384,60,7380,1.0,80
topk,16384,60,7872,1.0,80
topk,32768,60,820,0.0,80
threshold,32768,60,1476,0.0,80
threshold,32768,60,2624,0.0,80
topk,32768,60,2788,0.7875,80
threshold,32768,60,4920,0.8875,80
threshold,32768,60,5412,0.95,80
topk,32768,60,5904,1.0,80
threshold,32768,60,6232,1.0,80
topk,32768,60,6560,1.0,80
threshold,32768,60,6888,1.0,80
threshold,32768,60,7544,1.0,80
threshold,32768,60,7708,1.0,80
topk,524288,24,492,0.0,80
topk,524288,24,656,0.0,80
threshold,524288,24,984,0.0,80
threshold,524288,24,1312,0.0,80
topk,524288,24,1804,1.0,80
topk,524288,24,2296,1.0,80
topk,524288,24,3280,1.0,80
threshold,524288,24,3444,1.0,80
threshold,524288,24,3608,1.0,80
threshold,524288,24,3772,1.0,80
topk,524288,24,4100,1.0,80
threshold,524288,24,4592,1.0,80
topk,524288,24,4756,1.0,80
topk,524288,24,7052,1.0,80
topk,65536,60,492,0.0,80
topk,65536,60,656,0.0,80
threshold,65536,60,1640,0.0,80
topk,65536,60,1804,0.025,80
topk,65536,60,2296,0.275,80
topk,65536,60,3280,0.9,80
topk,65536,60,4100,1.0,80
topk,65536,60,4756,1.0,80
topk,65536,60,7052,1.0,80
threshold,65536,60,8036,1.0,80
threshold,131072,60,164,0.0,80
threshold,131072,60,328,0.0,80
threshold,131072,60,1148,0.0,80
topk,131072,60,1968,0.0,80
topk,131072,60,2132,0.075,80
topk,131072,60,2460,0.2875,80
topk,131072,60,3116,0.7625,80
topk,131072,60,3936,0.975,80
topk,131072,60,4264,1.0,80
threshold,131072,60,6724,0.975,80
topk,131072,60,7216,1.0,80
topk,131072,60,7380,1.0,80
topk,131072,60,7872,1.0,80
threshold,262144,60,1476,0.0,80
threshold,262144,60,2624,0.0,80
topk,262144,60,2952,0.575,80
topk,262144,60,4428,1.0,80
threshold,262144,60,4920,0.35,80
topk,262144,60,5084,1.0,80
topk,262144,60,5248,1.0,80
threshold,262144,60,5412,0.725,80
topk,262144,60,5576,1.0,80
topk,262144,60,5740,1.0,80
topk,262144,60,6068,1.0,80
threshold,262144,60,6232,0.9875,80
topk,262144,60,6396,1.0,80
threshold,262144,60,6888,0.975,80
threshold,262144,60,7544,1.0,80
threshold,262144,60,7708,1.0,80
threshold,524288,60,1476,0.0,80
topk,524288,60,1640,0.0,80
threshold,524288,60,2624,0.0,80
threshold,524288,60,4920,0.2125,80
threshold,524288,60,5412,0.525,80
threshold,524288,60,6232,0.9375,80
threshold,524288,60,6888,0.9625,80
threshold,524288,60,7544,1.0,80
threshold,524288,60,7708,1.0,80
topk,524288,60,8036,1.0,80
topk,1048576,24,1476,0.9875,80
threshold,1048576,24,1968,0.0625,80
threshold,1048576,24,2132,0.325,80
threshold,1048576,24,2460,0.8125,80
topk,1048576,24,2624,1.0,80
threshold,1048576,24,3116,0.9875,80
threshold,1048576,24,3936,1.0,80
threshold,1048576,24,4264,1.0,80
topk,1048576,24,4920,1.0,80
topk,1048576,24,5412,1.0,80
topk,1048576,24,6232,1.0,80
topk,1048576,24,6888,1.0,80
threshold,1048576,24,7216,1.0,80
threshold,1048576,24,7380,1.0,80
topk,1048576,24,7544,1.0,80
topk,1048576,24,7708,1.0,80
threshold,1048576,24,7872,1.0,80
topk,256,26,984,0.9625,80
topk,256,26,1312,1.0,80
threshold,256,26,1640,1.0,80
topk,256,26,3444,1.0,80
topk,256,26,3608,1.0,80
topk,256,26,3772,1.0,80
topk,256,26,4592,1.0,80
threshold,256,26,8036,1.0,80
topk,512,26,164,0.0,80
topk,512,26,328,0.0,80
topk,512,26,1148,0.9875,80
threshold,512,26,1476,0.95,80
threshold,512,26,2624,1.0,80
threshold,512,26,4920,1.0,80
threshold,512,26,5412,1.0,80
threshold,512,26,6232,1.0,80
topk,512,26,6724,1.0,80
threshold,512,26,6888,1.0,80
threshold,512,26,7544,1.0,80
threshold,512,26,7708,1.0,80
threshold,1024,26,164,0.0,80
threshold,1024,26,328,0.0,80
threshold,1024,26,1148,0.6375,80
topk,1024,26,1476,1.0,80
topk,1024,26,2624,1.0,80
topk,1024,26,4920,1.0,80
topk,1024,26,5412,1.0,80
topk,1024,26,6232,1.0,80
threshold,1024,26,6724,1.0,80
topk,1024,26,6888,1.0,80
topk,1024,26,7544,1.0,80
topk,1024,26,7708,1.0,80
topk,2048,26,164,0.0,80
topk,2048,26,328,0.0,80
topk,2048,26,1148,0.9625,80
threshold,2048,26,1640,0.95,80
topk,2048,26,6724,1.0,80
threshold,2048,26,8036,1.0,80
topk,4096,26,164,0.0,80
topk,4096,26,328,0.0,80
threshold,4096,26,984,0.0125,80
topk,4096,26,1148,0.9375,80
threshold,4096,26,1312,0.425,80
threshold,4096,26,3444,1.0,80
threshold,4096,26,3608,1.0,80
threshold,4096,26,3772,1.0,80
threshold,4096,26,4592,1.0,80
topk,4096,26,6724,1.0,80
threshold,8192,26,164,0.0,80
threshold,8192,26,328,0.0,80
topk,8192,26,492,0.0,80
topk,8192,26,656,0.025,80
threshold,8192,26,1148,0.0125,80
topk,8192,26,1804,1.0,80
topk,8192,26,2296,1.0,80
topk,8192,26,3280,1.0,80
topk,8192,26,4100,1.0,80
topk,8192,26,4756,1.0,80
threshold,8192,26,6724,1.0,80
topk,8192,26,7052,1.0,80
topk,16384,26,984,0.6875,80
topk,16384,26,1312,0.9375,80
threshold,16384,26,1968,0.95,80
threshold,16384,26,2132,0.975,80
threshold,16384,26,2460,0.9875,80
threshold,16384,26,3116,1.0,80
topk,16384,26,3444,1.0,80
topk,16384,26,3608,1.0,80
topk,16384,26,3772,1.0,80
threshold,16384,26,3936,1.0,80
threshold,16384,26,4264,1.0,80
topk,16384,26,4592,1.0,80
threshold,16384,26,7216,1.0,80
threshold,16384,26,7380,1.0,80
threshold,16384,26,7872,1.0,80
threshold,32768,26,164,0.0,80
threshold,32768,26,328,0.0,80
topk,32768,26,984,0.6125,80
threshold,32768,26,1148,0.0,80
topk,32768,26,1312,0.9125,80
topk,32768,26,3444,1.0,80
topk,32768,26,3608,1.0,80
topk,32768,26,3772,1.0,80
topk,32768,26,4592,1.0,80
threshold,32768,26,6724,1.0,80
topk,65536,26,984,0.5125,80
topk,65536,26,1312,0.875,80
threshold,65536,26,1476,0.0,80
threshold,65536,26,2624,0.9875,80
topk,65536,26,3444,1.0,80
topk,65536,26,3608,1.0,80
topk,65536,26,3772,1.0,80
topk,65536,26,4592,1.0,80
threshold,65536,26,4920,1.0,80
threshold,65536,26,5412,1.0,80
threshold,65536,26,6232,1.0,80
threshold,65536,26,6888,1.0,80
threshold,65536,26,7544,1.0,80
threshold,65536,26,7708,1.0,80
topk,131072,26,492,0.0,80
topk,131072,26,656,0.0,80
threshold,131072,26,1640,0.025,80
topk,131072,26,1804,1.0,80
topk,131072,26,2296,1.0,80
topk,131072,26,3280,1.0,80
topk,131072,26,4100,1.0,80
topk,131072,26,4756,1.0,80
topk,131072,26,7052,1.0,80
threshold,131072,26,8036,1.0,80
threshold,262144,26,820,0.0,80
topk,262144,26,1968,1.0,80
topk,262144,26,2132,1.0,80
topk,262144,26,2460,1.0,80
threshold,262144,26,2788,0.95,80
topk,262144,26,3116,1.0,80
topk,262144,26,3936,1.0,80
topk,262144,26,4264,1.0,80
threshold,262144,26,5904,1.0,80
threshold,262144,26,6560,1.0,80
topk,262144,26,7216,1.0,80
topk,262144,26,7380,1.0,80
topk,262144,26,7872,1.0,80
threshold,1048576,60,984,0.0,80
threshold,1048576,60,1312,0.0,80
topk,1048576,60,1640,0.0,80
threshold,1048576,60,3444,0.0,80
threshold,1048576,60,3608,0.0,80
threshold,1048576,60,3772,0.0,80
threshold,1048576,60,4592,0.0,80
topk,1048576,60,8036,1.0,80
threshold,256,62,984,0.0,80
threshold,256,62,1312,0.1,80
topk,256,62,1476,0.4125,80
topk,256,62,2624,1.0,80
threshold,256,62,3444,0.9375,80
threshold,256,62,3608,0.95,80
threshold,256,62,3772,0.925,80
threshold,256,62,4592,0.9875,80
topk,256,62,4920,1.0,80
topk,256,62,5412,1.0,80
topk,256,62,6232,1.0,80
topk,256,62,6888,1.0,80
topk,256,62,7544,1.0,80
topk,256,62,7708,1.0,80
threshold,512,62,2952,0.8625,80
topk,512,62,2952,1.0,80
threshold,512,62,4428,0.9875,80
topk,512,62,4428,1.0,80
threshold,512,62,5084,1.0,80
topk,512,62,5084,1.0,80
threshold,512,62,5248,1.0,80
topk,512,62,5248,1.0,80
threshold,512,62,5576,1.0,80
topk,512,62,5576,1.0,80
threshold,512,62,5740,1.0,80
topk,512,62,5740,1.0,80
threshold,512,62,6068,1.0,80
topk,512,62,6068,1.0,80
threshold,512,62,6396,1.0,80
topk,512,62,6396,1.0,80
threshold,1024,62,164,0.0,80
threshold,1024,62,328,0.0,80
topk,1024,62,820,0.0,80
threshold,1024,62,1148,0.0,80
topk,1024,62,2788,0.95,80
topk,1024,62,5904,1.0,80
topk,1024,62,6560,1.0,80
threshold,1024,62,6724,1.0,80
threshold,2048,62,2952,0.5625,80
topk,2048,62,2952,0.975,80
threshold,2048,62,4428,0.9875,80
topk,2048,62,4428,1.0,80
threshold,2048,62,5084,1.0,80
topk,2048,62,5084,1.0,80
threshold,2048,62,5248,1.0,80
topk,2048,62,5248,1.0,80
threshold,2048,62,5576,1.0,80
topk,2048,62,5576,1.0,80
threshold,2048,62,5740,1.0,80
topk,2048,62,5740,1.0,80
threshold,2048,62,6068,1.0,80
topk,2048,62,6068,1.0,80
threshold,2048,62,6396,1.0,80
topk,2048,62,6396,1.0,80
threshold,4096,62,984,0.0,80
threshold,4096,62,1312,0.0,80
topk,4096,62,1476,0.0125,80
topk,4096,62,2624,0.85,80
threshold,4096,62,3444,0.6875,80
threshold,4096,62,3608,0.75,80
threshold,4096,62,3772,0.8,80
threshold,4096,62,4592,0.9875,80
topk,4096,62,4920,1.0,80
topk,4096,62,5412,1.0,80
topk,4096,62,6232,1.0,80
topk,4096,62,6888,1.0,80
topk,4096,62,7544,1.0,80
topk,4096,62,7708,1.0,80
threshold,8192,62,492,0.0,80
threshold,8192,62,656,0.0,80
topk,8192,62,1640,0.0125,80
threshold,8192,62,1804,0.0,80
threshold,8192,62,2296,0.0,80
threshold,8192,62,3280,0.35,80
threshold,8192,62,4100,0.8625,80
threshold,8192,62,4756,1.0,80
threshold,8192,62,7052,1.0,80
topk,8192,62,8036,1.0,80
threshold,16384,62,1968,0.0,80
topk,16384,62,1968,0.075,80
threshold,16384,62,2132,0.0,80
topk,16384,62,2132,0.2125,80
threshold,16384,62,2460,0.0,80
topk,16384,62,2460,0.5625,80
threshold,16384,62,3116,0.025,80
topk,16384,62,3116,0.9,80
threshold,16384,62,3936,0.5875,80
topk,16384,62,3936,1.0,80
threshold,16384,62,4264,0.825,80
topk,16384,62,4264,0.9875,80
threshold,16384,62,7216,1.0,80
topk,16384,62,7216,1.0,80
threshold,16384,62,7380,1.0,80
topk,16384,62,7380,1.0,80
threshold,16384,62,7872,1.0,80
topk,16384,62,7872,1.0,80
threshold,32768,62,984,0.0,80
threshold,32768,62,1312,0.0,80
topk,32768,62,2952,0.8375,80
threshold,32768,62,3444,0.0125,80
threshold,32768,62,3608,0.1125,80
threshold,32768,62,3772,0.2625,80
topk,32768,62,4428,1.0,80
threshold,32768,62,4592,0.775,80
topk,32768,62,5084,1.0,80
topk,32768,62,5248,1.0,80
topk,32768,62,5576,1.0,80
topk,32768,62,5740,1.0,80
topk,32768,62,6068,1.0,80
topk,32768,62,6396,1.0,80
threshold,524288,26,492,0.0,80
threshold,524288,26,656,0.0,80
topk,524288,26,1640,0.9875,80
threshold,524288,26,1804,0.0,80
threshold,524288,26,2296,0.55,80
threshold,524288,26,3280,1.0,80
threshold,524288,26,4100,1.0,80
threshold,524288,26,4756,1.0,80
threshold,524288,26,7052,1.0,80
topk,524288,26,8036,1.0,80
topk,65536,62,164,0.0,80
topk,65536,62,328,0.0,80
