n,k,d,method,acc
1048576,14,3904,top_k,1.0
1048576,14,3968,threshold,1.0
1048576,14,3968,top_k,1.0
1048576,14,4032,threshold,1.0
1048576,14,4032,top_k,1.0
1048576,14,4096,threshold,1.0
1048576,14,4096,top_k,1.0
1048576,15,64,threshold,0.0
1048576,15,64,top_k,0.0
1048576,15,128,threshold,0.0
1048576,15,128,top_k,0.0
1048576,15,192,threshold,0.0
1048576,15,192,top_k,0.0
1048576,15,256,threshold,0.0
1048576,15,256,top_k,0.0
1048576,15,320,threshold,0.0
1048576,15,320,top_k,0.0
1048576,15,384,threshold,0.0
1048576,15,384,top_k,0.0013266509433962263
1048576,15,448,threshold,0.0047169811320754715
1048576,15,448,top_k,0.02137382075471698
1048576,15,512,threshold,0.03825176886792453
1048576,15,512,top_k,0.12109375
1048576,15,576,threshold,0.13981426886792453
1048576,15,576,top_k,0.33372641509433965
1048576,15,640,threshold,0.29923349056603776
1048576,15,640,top_k,0.5764298349056604
1048576,15,704,threshold,0.4936615566037736
1048576,15,704,top_k,0.7668042452830188
1048576,15,768,threshold,0.6544811320754716
1048576,15,768,top_k,0.8831810141509434
1048576,15,832,threshold,0.7730689858490566
1048576,15,832,top_k,0.9492924528301887
1048576,15,896,threshold,0.8607753537735849
1048576,15,896,top_k,0.9780365566037735
1048576,15,960,threshold,0.9141362028301887
1048576,15,960,top_k,0.9907871462264151
1048576,15,1024,threshold,0.9500294811320755
1048576,15,1024,top_k,0.9957989386792453
1048576,15,1088,threshold,0.9694870283018868
1048576,15,1088,top_k,0.9982311320754716
1048576,15,1152,threshold,0.9818691037735849
1048576,15,1152,top_k,0.9994103773584906
1048576,15,1216,threshold,0.9907134433962265
1048576,15,1216,top_k,0.9999262971698113
1048576,15,1280,threshold,0.9946933962264151
1048576,15,1280,top_k,0.999778891509434
1048576,15,1344,threshold,0.9959463443396226
1048576,15,1344,top_k,0.9998525943396226
1048576,15,1408,threshold,0.9974204009433962
1048576,15,1408,top_k,1.0
1048576,15,1472,threshold,0.9991155660377359
1048576,15,1472,top_k,1.0
1048576,15,1536,threshold,0.9991155660377359
1048576,15,1536,top_k,1.0
1048576,15,1600,threshold,0.999778891509434
1048576,15,1600,top_k,1.0
1048576,15,1664,threshold,0.9999262971698113
1048576,15,1664,top_k,1.0
1048576,15,1728,threshold,0.9999262971698113
1048576,15,1728,top_k,1.0
1048576,15,1792,threshold,1.0
1048576,15,1792,top_k,1.0
1048576,15,1856,threshold,0.9998525943396226
1048576,15,1856,top_k,1.0
1048576,15,1920,threshold,1.0
1048576,15,1920,top_k,1.0
1048576,15,1984,threshold,1.0
1048576,15,1984,top_k,1.0
1048576,15,2048,threshold,1.0
1048576,15,2048,top_k,1.0
1048576,15,2112,threshold,1.0
1048576,15,2112,top_k,1.0
1048576,15,2176,threshold,1.0
1048576,15,2176,top_k,1.0
1048576,15,2240,threshold,1.0
1048576,15,2240,top_k,1.0
1048576,15,2304,threshold,1.0
1048576,15,2304,top_k,1.0
1048576,15,2368,threshold,1.0
1048576,15,2368,top_k,1.0
1048576,15,2432,threshold,1.0
1048576,15,2432,top_k,1.0
1048576,15,2496,threshold,1.0
1048576,15,2496,top_k,1.0
1048576,15,2560,threshold,1.0
1048576,15,2560,top_k,1.0
1048576,15,2624,threshold,1.0
1048576,15,2624,top_k,1.0
1048576,15,2688,threshold,1.0
1048576,15,2688,top_k,1.0
1048576,15,2752,threshold,1.0
1048576,15,2752,top_k,1.0
1048576,15,2816,threshold,1.0
1048576,15,2816,top_k,1.0
1048576,15,2880,threshold,1.0
1048576,15,2880,top_k,1.0
1048576,15,2944,threshold,1.0
1048576,15,2944,top_k,1.0
1048576,15,3008,threshold,1.0
1048576,15,3008,top_k,1.0
1048576,15,3072,threshold,1.0
1048576,15,3072,top_k,1.0
1048576,15,3136,threshold,1.0
1048576,15,3136,top_k,1.0
1048576,15,3200,threshold,1.0
1048576,15,3200,top_k,1.0
1048576,15,3264,threshold,1.0
1048576,15,3264,top_k,1.0
1048576,15,3328,threshold,1.0
1048576,15,3328,top_k,1.0
1048576,15,3392,threshold,1.0
1048576,15,3392,top_k,1.0
1048576,15,3456,threshold,1.0
1048576,15,3456,top_k,1.0
1048576,15,3520,threshold,1.0
1048576,15,3520,top_k,1.0
1048576,15,3584,threshold,1.0
1048576,15,3584,top_k,1.0
1048576,15,3648,threshold,1.0
1048576,15,3648,top_k,1.0
1048576,15,3712,threshold,1.0
1048576,15,3712,top_k,1.0
1048576,15,3776,threshold,1.0
1048576,15,3776,top_k,1.0
1048576,15,3840,threshold,1.0
1048576,15,3840,top_k,1.0
1048576,15,3904,threshold,1.0
1048576,15,3904,top_k,1.0
1048576,15,3968,threshold,1.0
1048576,15,3968,top_k,1.0
1048576,15,4032,threshold,1.0
1048576,15,4032,top_k,1.0
1048576,15,4096,threshold,1.0
1048576,15,4096,top_k,1.0
1048576,16,64,threshold,0.0
1048576,16,64,top_k,0.0
1048576,16,128,threshold,0.0
1048576,16,128,top_k,0.0
1048576,16,192,threshold,0.0
1048576,16,192,top_k,0.0
1048576,16,256,threshold,0.0
1048576,16,256,top_k,0.0
1048576,16,320,threshold,0.0
1048576,16,320,top_k,0.0
1048576,16,384,threshold,0.0
1048576,16,384,top_k,7.370283018867924e-05
1048576,16,448,threshold,0.0009581367924528302
1048576,16,448,top_k,0.005969929245283019
1048576,16,512,threshold,0.012455778301886792
1048576,16,512,top_k,0.04606426886792453
1048576,16,576,threshold,0.0632370283018868
1048576,16,576,top_k,0.1786556603773585
1048576,16,640,threshold,0.18153007075471697
1048576,16,640,top_k,0.40072228773584906
1048576,16,704,threshold,0.3436762971698113
1048576,16,704,top_k,0.6193248820754716
1048576,16,768,threshold,0.5175412735849056
1048576,16,768,top_k,0.7892099056603774
1048576,16,832,threshold,0.6603036556603774
1048576,16,832,top_k,0.8910672169811321
1048576,16,896,threshold,0.7783755896226415
1048576,16,896,top_k,0.9485554245283019
1048576,16,960,threshold,0.8576061320754716
1048576,16,960,top_k,0.9769310141509434
1048576,16,1024,threshold,0.9097877358490566
1048576,16,1024,top_k,0.9905660377358491
1048576,16,1088,threshold,0.945091391509434
1048576,16,1088,top_k,0.9960200471698113
1048576,16,1152,threshold,0.9646963443396226
1048576,16,1152,top_k,0.9981574292452831
1048576,16,1216,threshold,0.980689858490566
1048576,16,1216,top_k,0.9993366745283019
1048576,16,1280,threshold,0.9867334905660378
1048576,16,1280,top_k,0.999778891509434
1048576,16,1344,threshold,0.9930719339622641
1048576,16,1344,top_k,0.999778891509434
1048576,16,1408,threshold,0.9957989386792453
1048576,16,1408,top_k,1.0
1048576,16,1472,threshold,0.9966096698113207
1048576,16,1472,top_k,0.9999262971698113
1048576,16,1536,threshold,0.9984522405660378
1048576,16,1536,top_k,1.0
1048576,16,1600,threshold,0.9993366745283019
1048576,16,1600,top_k,1.0
1048576,16,1664,threshold,0.9994103773584906
1048576,16,1664,top_k,1.0
1048576,16,1728,threshold,0.9994840801886793
1048576,16,1728,top_k,1.0
1048576,16,1792,threshold,0.9994103773584906
1048576,16,1792,top_k,1.0
1048576,16,1856,threshold,1.0
1048576,16,1856,top_k,1.0
1048576,16,1920,threshold,0.9999262971698113
1048576,16,1920,top_k,1.0
1048576,16,1984,threshold,0.9998525943396226
1048576,16,1984,top_k,1.0
1048576,16,2048,threshold,1.0
1048576,16,2048,top_k,1.0
1048576,16,2112,threshold,1.0
1048576,16,2112,top_k,1.0
1048576,16,2176,threshold,1.0
1048576,16,2176,top_k,1.0
1048576,16,2240,threshold,1.0
1048576,16,2240,top_k,1.0
1048576,16,2304,threshold,1.0
1048576,16,2304,top_k,1.0
1048576,16,2368,threshold,1.0
1048576,16,2368,top_k,1.0
1048576,16,2432,threshold,1.0
1048576,16,2432,top_k,1.0
1048576,16,2496,threshold,1.0
1048576,16,2496,top_k,1.0
1048576,16,2560,threshold,1.0
1048576,16,2560,top_k,1.0
1048576,16,2624,threshold,1.0
1048576,16,2624,top_k,1.0
1048576,16,2688,threshold,1.0
1048576,16,2688,top_k,1.0
1048576,16,2752,threshold,1.0
1048576,16,2752,top_k,1.0
1048576,16,2816,threshold,1.0
1048576,16,2816,top_k,1.0
1048576,16,2880,threshold,1.0
1048576,16,2880,top_k,1.0
1048576,16,2944,threshold,1.0
1048576,16,2944,top_k,1.0
1048576,16,3008,threshold,1.0
1048576,16,3008,top_k,1.0
1048576,16,3072,threshold,1.0
1048576,16,3072,top_k,1.0
1048576,16,3136,threshold,1.0
1048576,16,3136,top_k,1.0
1048576,16,3200,threshold,1.0
1048576,16,3200,top_k,1.0
1048576,16,3264,threshold,1.0
1048576,16,3264,top_k,1.0
1048576,16,3328,threshold,1.0
1048576,16,3328,top_k,1.0
1048576,16,3392,threshold,1.0
1048576,16,3392,top_k,1.0
1048576,16,3456,threshold,1.0
1048576,16,3456,top_k,1.0
1048576,16,3520,threshold,1.0
1048576,16,3520,top_k,1.0
1048576,16,3584,threshold,1.0
1048576,16,3584,top_k,1.0
1048576,16,3648,threshold,1.0
1048576,16,3648,top_k,1.0
1048576,16,3712,threshold,1.0
1048576,16,3712,top_k,1.0
1048576,16,3776,threshold,1.0
1048576,16,3776,top_k,1.0
1048576,16,3840,threshold,1.0
1048576,16,3840,top_k,1.0
1048576,16,3904,threshold,1.0
1048576,16,3904,top_k,1.0
1048576,16,3968,threshold,1.0
1048576,16,3968,top_k,1.0
1048576,16,4032,threshold,1.0
1048576,16,4032,top_k,1.0
1048576,16,4096,threshold,1.0
1048576,16,4096,top_k,1.0
1048576,17,64,threshold,0.0
1048576,17,64,top_k,0.0
1048576,17,128,threshold,0.0
1048576,17,128,top_k,0.0
1048576,17,192,threshold,0.0
1048576,17,192,top_k,0.0
1048576,17,256,threshold,0.0
1048576,17,256,top_k,0.0
1048576,17,320,threshold,0.0
1048576,17,320,top_k,0.0
1048576,17,384,threshold,0.0
1048576,17,384,top_k,0.0
1048576,17,448,threshold,0.00029481132075471697
1048576,17,448,top_k,0.0005159198113207547
1048576,17,512,threshold,0.00294811320754717
1048576,17,512,top_k,0.013856132075471699
1048576,17,576,threshold,0.02653301886792453
1048576,17,576,top_k,0.08225235849056604
1048576,17,640,threshold,0.09220224056603774
1048576,17,640,top_k,0.24233490566037735
1048576,17,704,threshold,0.2201503537735849
1048576,17,704,top_k,0.4552623820754717
1048576,17,768,threshold,0.37544221698113206
1048576,17,768,top_k,0.6600088443396226
1048576,17,832,threshold,0.5373673349056604
1048576,17,832,top_k,0.800560141509434
1048576,17,896,threshold,0.6779186320754716
1048576,17,896,top_k,0.8940890330188679
1048576,17,960,threshold,0.7795548349056604
1048576,17,960,top_k,0.9504716981132075
1048576,17,1024,threshold,0.8542158018867925
1048576,17,1024,top_k,0.9734669811320755
1048576,17,1088,threshold,0.9054392688679245
1048576,17,1088,top_k,0.9881338443396226
1048576,17,1152,threshold,0.9385318396226415
1048576,17,1152,top_k,0.9951356132075472
1048576,17,1216,threshold,0.9622641509433962
1048576,17,1216,top_k,0.9975678066037735
1048576,17,1280,threshold,0.9768573113207547
1048576,17,1280,top_k,0.9994103773584906
1048576,17,1344,threshold,0.9852594339622641
1048576,17,1344,top_k,0.9997051886792453
1048576,17,1408,threshold,0.9908608490566038
1048576,17,1408,top_k,0.9999262971698113
1048576,17,1472,threshold,0.9948408018867925
1048576,17,1472,top_k,1.0
1048576,17,1536,threshold,0.9963885613207547
1048576,17,1536,top_k,1.0
1048576,17,1600,threshold,0.9985996462264151
1048576,17,1600,top_k,0.9999262971698113
1048576,17,1664,threshold,0.9989681603773585
1048576,17,1664,top_k,1.0
1048576,17,1728,threshold,0.9988944575471698
1048576,17,1728,top_k,1.0
1048576,17,1792,threshold,0.9992629716981132
1048576,17,1792,top_k,1.0
1048576,17,1856,threshold,0.9996314858490566
1048576,17,1856,top_k,1.0
1048576,17,1920,threshold,0.999778891509434
1048576,17,1920,top_k,1.0
1048576,17,1984,threshold,0.9999262971698113
1048576,17,1984,top_k,1.0
1048576,17,2048,threshold,1.0
1048576,17,2048,top_k,1.0
1048576,17,2112,threshold,0.9999262971698113
1048576,17,2112,top_k,1.0
1048576,17,2176,threshold,1.0
1048576,17,2176,top_k,1.0
1048576,17,2240,threshold,1.0
1048576,17,2240,top_k,1.0
1048576,17,2304,threshold,1.0
1048576,17,2304,top_k,1.0
1048576,17,2368,threshold,1.0
1048576,17,2368,top_k,1.0
1048576,17,2432,threshold,1.0
1048576,17,2432,top_k,1.0
1048576,17,2496,threshold,1.0
1048576,17,2496,top_k,1.0
1048576,17,2560,threshold,1.0
1048576,17,2560,top_k,1.0
1048576,17,2624,threshold,1.0
1048576,17,2624,top_k,1.0
1048576,17,2688,threshold,1.0
1048576,17,2688,top_k,1.0
1048576,17,2752,threshold,1.0
1048576,17,2752,top_k,1.0
1048576,17,2816,threshold,1.0
1048576,17,2816,top_k,1.0
1048576,17,2880,threshold,1.0
1048576,17,2880,top_k,1.0
1048576,17,2944,threshold,1.0
1048576,17,2944,top_k,1.0
1048576,17,3008,threshold,1.0
1048576,17,3008,top_k,1.0
1048576,17,3072,threshold,1.0
1048576,17,3072,top_k,1.0
1048576,17,3136,threshold,1.0
1048576,17,3136,top_k,1.0
1048576,17,3200,threshold,1.0
1048576,17,3200,top_k,1.0
1048576,17,3264,threshold,1.0
1048576,17,3264,top_k,1.0
1048576,17,3328,threshold,1.0
1048576,17,3328,top_k,1.0
1048576,17,3392,threshold,1.0
1048576,17,3392,top_k,1.0
1048576,17,3456,threshold,1.0
1048576,17,3456,top_k,1.0
1048576,17,3520,threshold,1.0
1048576,17,3520,top_k,1.0
1048576,17,3584,threshold,1.0
1048576,17,3584,top_k,1.0
1048576,17,3648,threshold,1.0
1048576,17,3648,top_k,1.0
1048576,17,3712,threshold,1.0
1048576,17,3712,top_k,1.0
1048576,17,3776,threshold,1.0
1048576,17,3776,top_k,1.0
1048576,17,3840,threshold,1.0
1048576,17,3840,top_k,1.0
1048576,17,3904,threshold,1.0
1048576,17,3904,top_k,1.0
1048576,17,3968,threshold,1.0
1048576,17,3968,top_k,1.0
1048576,17,4032,threshold,1.0
1048576,17,4032,top_k,1.0
1048576,17,4096,threshold,1.0
1048576,17,4096,top_k,1.0
1048576,18,64,threshold,0.0
1048576,18,64,top_k,0.0
1048576,18,128,threshold,0.0
1048576,18,128,top_k,0.0
1048576,18,192,threshold,0.0
1048576,18,192,top_k,0.0
1048576,18,256,threshold,0.0
1048576,18,256,top_k,0.0
1048576,18,320,threshold,0.0
1048576,18,320,top_k,0.0
1048576,18,384,threshold,0.0
1048576,18,384,top_k,0.0
1048576,18,448,threshold,0.0
1048576,18,448,top_k,0.0
1048576,18,512,threshold,0.0007370283018867925
1048576,18,512,top_k,0.00294811320754717
1048576,18,576,threshold,0.007738797169811321
1048576,18,576,top_k,0.02830188679245283
1048576,18,640,threshold,0.04326356132075472
1048576,18,640,top_k,0.12382075471698113
1048576,18,704,threshold,0.12698997641509435
1048576,18,704,top_k,0.29318985849056606
1048576,18,768,threshold,0.2474941037735849
1048576,18,768,top_k,0.49454599056603776
1048576,18,832,threshold,0.3969634433962264
1048576,18,832,top_k,0.6858048349056604
1048576,18,896,threshold,0.5509286556603774
1048576,18,896,top_k,0.8169221698113207
1048576,18,960,threshold,0.6813089622641509
1048576,18,960,top_k,0.9000589622641509
1048576,18,1024,threshold,0.7827977594339622
1048576,18,1024,top_k,0.9458284198113207
1048576,18,1088,threshold,0.8527417452830188
1048576,18,1088,top_k,0.9740566037735849
1048576,18,1152,threshold,0.9040389150943396
1048576,18,1152,top_k,0.9858490566037735
1048576,18,1216,threshold,0.937278891509434
1048576,18,1216,top_k,0.9949145047169812
1048576,18,1280,threshold,0.9580630896226415
1048576,18,1280,top_k,0.9974941037735849
1048576,18,1344,threshold,0.9716244103773585
1048576,18,1344,top_k,0.9990418632075472
1048576,18,1408,threshold,0.9826061320754716
1048576,18,1408,top_k,0.9995577830188679
1048576,18,1472,threshold,0.9870283018867925
1048576,18,1472,top_k,0.9997051886792453
1048576,18,1536,threshold,0.9925560141509434
1048576,18,1536,top_k,0.9998525943396226
1048576,18,1600,threshold,0.9959463443396226
1048576,18,1600,top_k,1.0
1048576,18,1664,threshold,0.9980837264150944
1048576,18,1664,top_k,1.0
1048576,18,1728,threshold,0.9974204009433962
1048576,18,1728,top_k,1.0
1048576,18,1792,threshold,0.9992629716981132
1048576,18,1792,top_k,1.0
1048576,18,1856,threshold,0.9994840801886793
1048576,18,1856,top_k,1.0
1048576,18,1920,threshold,0.9996314858490566
1048576,18,1920,top_k,1.0
1048576,18,1984,threshold,0.9996314858490566
1048576,18,1984,top_k,1.0
1048576,18,2048,threshold,1.0
1048576,18,2048,top_k,1.0
1048576,18,2112,threshold,0.9998525943396226
1048576,18,2112,top_k,1.0
1048576,18,2176,threshold,1.0
1048576,18,2176,top_k,1.0
1048576,18,2240,threshold,1.0
1048576,18,2240,top_k,1.0
1048576,18,2304,threshold,1.0
1048576,18,2304,top_k,1.0
1048576,18,2368,threshold,1.0
1048576,18,2368,top_k,1.0
1048576,18,2432,threshold,1.0
1048576,18,2432,top_k,1.0
1048576,18,2496,threshold,1.0
1048576,18,2496,top_k,1.0
1048576,18,2560,threshold,1.0
1048576,18,2560,top_k,1.0
1048576,18,2624,threshold,1.0
1048576,18,2624,top_k,1.0
1048576,18,2688,threshold,1.0
1048576,18,2688,top_k,1.0
1048576,18,2752,threshold,1.0
1048576,18,2752,top_k,1.0
1048576,18,2816,threshold,1.0
1048576,18,2816,top_k,1.0
1048576,18,2880,threshold,1.0
1048576,18,2880,top_k,1.0
1048576,18,2944,threshold,1.0
1048576,18,2944,top_k,1.0
1048576,18,3008,threshold,1.0
1048576,18,3008,top_k,1.0
1048576,18,3072,threshold,1.0
1048576,18,3072,top_k,1.0
1048576,18,3136,threshold,1.0
1048576,18,3136,top_k,1.0
1048576,18,3200,threshold,1.0
1048576,18,3200,top_k,1.0
1048576,18,3264,threshold,1.0
1048576,18,3264,top_k,1.0
1048576,18,3328,threshold,1.0
1048576,18,3328,top_k,1.0
1048576,18,3392,threshold,1.0
1048576,18,3392,top_k,1.0
1048576,18,3456,threshold,1.0
1048576,18,3456,top_k,1.0
1048576,18,3520,threshold,1.0
1048576,18,3520,top_k,1.0
1048576,18,3584,threshold,1.0
1048576,18,3584,top_k,1.0
1048576,18,3648,threshold,1.0
1048576,18,3648,top_k,1.0
1048576,18,3712,threshold,1.0
1048576,18,3712,top_k,1.0
1048576,18,3776,threshold,1.0
1048576,18,3776,top_k,1.0
1048576,18,3840,threshold,1.0
1048576,18,3840,top_k,1.0
1048576,18,3904,threshold,1.0
1048576,18,3904,top_k,1.0
1048576,18,3968,threshold,1.0
1048576,18,3968,top_k,1.0
1048576,18,4032,threshold,1.0
1048576,18,4032,top_k,1.0
1048576,18,4096,threshold,1.0
1048576,18,4096,top_k,1.0
1048576,19,64,threshold,0.0
1048576,19,64,top_k,0.0
1048576,19,128,threshold,0.0
1048576,19,128,top_k,0.0
1048576,19,192,threshold,0.0
1048576,19,192,top_k,0.0
1048576,19,256,threshold,0.0
1048576,19,256,top_k,0.0
1048576,19,320,threshold,0.0
1048576,19,320,top_k,0.0
1048576,19,384,threshold,0.0
1048576,19,384,top_k,0.0
1048576,19,448,threshold,0.0
1048576,19,448,top_k,0.0
1048576,19,512,threshold,0.00014740566037735848
1048576,19,512,top_k,0.00029481132075471697
1048576,19,576,threshold,0.0022110849056603773
1048576,19,576,top_k,0.008991745283018868
1048576,19,640,threshold,0.01658313679245283
1048576,19,640,top_k,0.05387676886792453
1048576,19,704,threshold,0.06058372641509434
1048576,19,704,top_k,0.16605247641509435
1048576,19,768,threshold,0.15566037735849056
1048576,19,768,top_k,0.34323408018867924
1048576,19,832,threshold,0.28257665094339623
1048576,19,832,top_k,0.5372199292452831
1048576,19,896,threshold,0.43492040094339623
1048576,19,896,top_k,0.7100530660377359
1048576,19,960,threshold,0.5707547169811321
1048576,19,960,top_k,0.8207547169811321
1048576,19,1024,threshold,0.6898584905660378
1048576,19,1024,top_k,0.9008696933962265
1048576,19,1088,threshold,0.7865566037735849
1048576,19,1088,top_k,0.9487765330188679
1048576,19,1152,threshold,0.8522995283018868
1048576,19,1152,top_k,0.972435141509434
1048576,19,1216,threshold,0.8977741745283019
1048576,19,1216,top_k,0.9864386792452831
1048576,19,1280,threshold,0.9291715801886793
1048576,19,1280,top_k,0.9935141509433962
1048576,19,1344,threshold,0.9564416273584906
1048576,19,1344,top_k,0.9961674528301887
1048576,19,1408,threshold,0.9695607311320755
1048576,19,1408,top_k,0.9982311320754716
1048576,19,1472,threshold,0.9778891509433962
1048576,19,1472,top_k,0.9994103773584906
1048576,19,1536,threshold,0.9878390330188679
1048576,19,1536,top_k,0.9997051886792453
1048576,19,1600,threshold,0.9917452830188679
1048576,19,1600,top_k,0.9999262971698113
1048576,19,1664,threshold,0.9939563679245284
1048576,19,1664,top_k,1.0
1048576,19,1728,threshold,0.9964622641509434
1048576,19,1728,top_k,1.0
1048576,19,1792,threshold,0.9977889150943396
1048576,19,1792,top_k,0.9999262971698113
1048576,19,1856,threshold,0.9979363207547169
1048576,19,1856,top_k,1.0
1048576,19,1920,threshold,0.9992629716981132
1048576,19,1920,top_k,1.0
1048576,19,1984,threshold,0.9995577830188679
1048576,19,1984,top_k,1.0
1048576,19,2048,threshold,0.9996314858490566
1048576,19,2048,top_k,1.0
1048576,19,2112,threshold,0.9998525943396226
1048576,19,2112,top_k,1.0
1048576,19,2176,threshold,1.0
1048576,19,2176,top_k,1.0
1048576,19,2240,threshold,0.9995577830188679
1048576,19,2240,top_k,1.0
1048576,19,2304,threshold,0.9999262971698113
1048576,19,2304,top_k,1.0
1048576,19,2368,threshold,1.0
1048576,19,2368,top_k,1.0
1048576,19,2432,threshold,1.0
1048576,19,2432,top_k,1.0
1048576,19,2496,threshold,1.0
1048576,19,2496,top_k,1.0
1048576,19,2560,threshold,1.0
1048576,19,2560,top_k,1.0
1048576,19,2624,threshold,1.0
1048576,19,2624,top_k,1.0
1048576,19,2688,threshold,1.0
1048576,19,2688,top_k,1.0
1048576,19,2752,threshold,1.0
1048576,19,2752,top_k,1.0
1048576,19,2816,threshold,1.0
1048576,19,2816,top_k,1.0
1048576,19,2880,threshold,1.0
1048576,19,2880,top_k,1.0
1048576,19,2944,threshold,1.0
1048576,19,2944,top_k,1.0
1048576,19,3008,threshold,1.0
1048576,19,3008,top_k,1.0
1048576,19,3072,threshold,1.0
1048576,19,3072,top_k,1.0
1048576,19,3136,threshold,1.0
1048576,19,3136,top_k,1.0
1048576,19,3200,threshold,1.0
1048576,19,3200,top_k,1.0
1048576,19,3264,threshold,1.0
1048576,19,3264,top_k,1.0
1048576,19,3328,threshold,1.0
1048576,19,3328,top_k,1.0
1048576,19,3392,threshold,1.0
1048576,19,3392,top_k,1.0
1048576,19,3456,threshold,1.0
1048576,19,3456,top_k,1.0
1048576,19,3520,threshold,1.0
1048576,19,3520,top_k,1.0
1048576,19,3584,threshold,1.0
1048576,19,3584,top_k,1.0
1048576,19,3648,threshold,1.0
1048576,19,3648,top_k,1.0
