n,k,d,method,acc
1048576,8,3520,top_k,1.0
1048576,8,3584,threshold,1.0
1048576,8,3584,top_k,1.0
1048576,8,3648,threshold,1.0
1048576,8,3648,top_k,1.0
1048576,8,3712,threshold,1.0
1048576,8,3712,top_k,1.0
1048576,8,3776,threshold,1.0
1048576,8,3776,top_k,1.0
1048576,8,3840,threshold,1.0
1048576,8,3840,top_k,1.0
1048576,8,3904,threshold,1.0
1048576,8,3904,top_k,1.0
1048576,8,3968,threshold,1.0
1048576,8,3968,top_k,1.0
1048576,8,4032,threshold,1.0
1048576,8,4032,top_k,1.0
1048576,8,4096,threshold,1.0
1048576,8,4096,top_k,1.0
1048576,9,64,threshold,0.0
1048576,9,64,top_k,0.0
1048576,9,128,threshold,0.0
1048576,9,128,top_k,0.0
1048576,9,192,threshold,7.370283018867924e-05
1048576,9,192,top_k,0.000884433962264151
1048576,9,256,threshold,0.016951650943396228
1048576,9,256,top_k,0.06507959905660378
1048576,9,320,threshold,0.16502063679245282
1048576,9,320,top_k,0.404407429245283
1048576,9,384,threshold,0.4634433962264151
1048576,9,384,top_k,0.7678360849056604
1048576,9,448,threshold,0.7255306603773585
1048576,9,448,top_k,0.9356574292452831
1048576,9,512,threshold,0.8730837264150944
1048576,9,512,top_k,0.9857016509433962
1048576,9,576,threshold,0.9442806603773585
1048576,9,576,top_k,0.9969044811320755
1048576,9,640,threshold,0.9775943396226415
1048576,9,640,top_k,0.9994840801886793
1048576,9,704,threshold,0.9903449292452831
1048576,9,704,top_k,0.9999262971698113
1048576,9,768,threshold,0.9962411556603774
1048576,9,768,top_k,1.0
1048576,9,832,threshold,0.9985259433962265
1048576,9,832,top_k,1.0
1048576,9,896,threshold,0.9992629716981132
1048576,9,896,top_k,1.0
1048576,9,960,threshold,0.9998525943396226
1048576,9,960,top_k,1.0
1048576,9,1024,threshold,0.999778891509434
1048576,9,1024,top_k,1.0
1048576,9,1088,threshold,0.9999262971698113
1048576,9,1088,top_k,1.0
1048576,9,1152,threshold,0.9999262971698113
1048576,9,1152,top_k,1.0
1048576,9,1216,threshold,1.0
1048576,9,1216,top_k,1.0
1048576,9,1280,threshold,1.0
1048576,9,1280,top_k,1.0
1048576,9,1344,threshold,1.0
1048576,9,1344,top_k,1.0
1048576,9,1408,threshold,1.0
1048576,9,1408,top_k,1.0
1048576,9,1472,threshold,1.0
1048576,9,1472,top_k,1.0
1048576,9,1536,threshold,1.0
1048576,9,1536,top_k,1.0
1048576,9,1600,threshold,1.0
1048576,9,1600,top_k,1.0
1048576,9,1664,threshold,1.0
1048576,9,1664,top_k,1.0
1048576,9,1728,threshold,1.0
1048576,9,1728,top_k,1.0
1048576,9,1792,threshold,1.0
1048576,9,1792,top_k,1.0
1048576,9,1856,threshold,1.0
1048576,9,1856,top_k,1.0
1048576,9,1920,threshold,1.0
1048576,9,1920,top_k,1.0
1048576,9,1984,threshold,1.0
1048576,9,1984,top_k,1.0
1048576,9,2048,threshold,1.0
1048576,9,2048,top_k,1.0
1048576,9,2112,threshold,1.0
1048576,9,2112,top_k,1.0
1048576,9,2176,threshold,1.0
1048576,9,2176,top_k,1.0
1048576,9,2240,threshold,1.0
1048576,9,2240,top_k,1.0
1048576,9,2304,threshold,1.0
1048576,9,2304,top_k,1.0
1048576,9,2368,threshold,1.0
1048576,9,2368,top_k,1.0
1048576,9,2432,threshold,1.0
1048576,9,2432,top_k,1.0
1048576,9,2496,threshold,1.0
1048576,9,2496,top_k,1.0
1048576,9,2560,threshold,1.0
1048576,9,2560,top_k,1.0
1048576,9,2624,threshold,1.0
1048576,9,2624,top_k,1.0
1048576,9,2688,threshold,1.0
1048576,9,2688,top_k,1.0
1048576,9,2752,threshold,1.0
1048576,9,2752,top_k,1.0
1048576,9,2816,threshold,1.0
1048576,9,2816,top_k,1.0
1048576,9,2880,threshold,1.0
1048576,9,2880,top_k,1.0
1048576,9,2944,threshold,1.0
1048576,9,2944,top_k,1.0
1048576,9,3008,threshold,1.0
1048576,9,3008,top_k,1.0
1048576,9,3072,threshold,1.0
1048576,9,3072,top_k,1.0
1048576,9,3136,threshold,1.0
1048576,9,3136,top_k,1.0
1048576,9,3200,threshold,1.0
1048576,9,3200,top_k,1.0
1048576,9,3264,threshold,1.0
1048576,9,3264,top_k,1.0
1048576,9,3328,threshold,1.0
1048576,9,3328,top_k,1.0
1048576,9,3392,threshold,1.0
1048576,9,3392,top_k,1.0
1048576,9,3456,threshold,1.0
1048576,9,3456,top_k,1.0
1048576,9,3520,threshold,1.0
1048576,9,3520,top_k,1.0
1048576,9,3584,threshold,1.0
1048576,9,3584,top_k,1.0
1048576,9,3648,threshold,1.0
1048576,9,3648,top_k,1.0
1048576,9,3712,threshold,1.0
1048576,9,3712,top_k,1.0
1048576,9,3776,threshold,1.0
1048576,9,3776,top_k,1.0
1048576,9,3840,threshold,1.0
1048576,9,3840,top_k,1.0
1048576,9,3904,threshold,1.0
1048576,9,3904,top_k,1.0
1048576,9,3968,threshold,1.0
1048576,9,3968,top_k,1.0
1048576,9,4032,threshold,1.0
1048576,9,4032,top_k,1.0
1048576,9,4096,threshold,1.0
1048576,9,4096,top_k,1.0
1048576,10,64,threshold,0.0
1048576,10,64,top_k,0.0
1048576,10,128,threshold,0.0
1048576,10,128,top_k,0.0
1048576,10,192,threshold,0.0
1048576,10,192,top_k,7.370283018867924e-05
1048576,10,256,threshold,0.0016214622641509435
1048576,10,256,top_k,0.01061320754716981
1048576,10,320,threshold,0.05063384433962264
1048576,10,320,top_k,0.15735554245283018
1048576,10,384,threshold,0.24808372641509435
1048576,10,384,top_k,0.5204893867924528
1048576,10,448,threshold,0.5153301886792453
1048576,10,448,top_k,0.8091833726415094
1048576,10,512,threshold,0.7365123820754716
1048576,10,512,top_k,0.9391951650943396
1048576,10,576,threshold,0.8700619103773585
1048576,10,576,top_k,0.9839327830188679
1048576,10,640,threshold,0.9398584905660378
1048576,10,640,top_k,0.9952830188679245
1048576,10,704,threshold,0.9714033018867925
1048576,10,704,top_k,0.9987470518867925
1048576,10,768,threshold,0.98828125
1048576,10,768,top_k,0.9999262971698113
1048576,10,832,threshold,0.9948408018867925
1048576,10,832,top_k,1.0
1048576,10,896,threshold,0.9977889150943396
1048576,10,896,top_k,1.0
1048576,10,960,threshold,0.9990418632075472
1048576,10,960,top_k,1.0
1048576,10,1024,threshold,0.9994103773584906
1048576,10,1024,top_k,1.0
1048576,10,1088,threshold,0.9998525943396226
1048576,10,1088,top_k,1.0
1048576,10,1152,threshold,0.9998525943396226
1048576,10,1152,top_k,1.0
1048576,10,1216,threshold,0.9999262971698113
1048576,10,1216,top_k,1.0
1048576,10,1280,threshold,1.0
1048576,10,1280,top_k,1.0
1048576,10,1344,threshold,1.0
1048576,10,1344,top_k,1.0
1048576,10,1408,threshold,1.0
1048576,10,1408,top_k,1.0
1048576,10,1472,threshold,1.0
1048576,10,1472,top_k,1.0
1048576,10,1536,threshold,1.0
1048576,10,1536,top_k,1.0
1048576,10,1600,threshold,1.0
1048576,10,1600,top_k,1.0
1048576,10,1664,threshold,1.0
1048576,10,1664,top_k,1.0
1048576,10,1728,threshold,1.0
1048576,10,1728,top_k,1.0
1048576,10,1792,threshold,1.0
1048576,10,1792,top_k,1.0
1048576,10,1856,threshold,1.0
1048576,10,1856,top_k,1.0
1048576,10,1920,threshold,1.0
1048576,10,1920,top_k,1.0
1048576,10,1984,threshold,1.0
1048576,10,1984,top_k,1.0
1048576,10,2048,threshold,1.0
1048576,10,2048,top_k,1.0
1048576,10,2112,threshold,1.0
1048576,10,2112,top_k,1.0
1048576,10,2176,threshold,1.0
1048576,10,2176,top_k,1.0
1048576,10,2240,threshold,1.0
1048576,10,2240,top_k,1.0
1048576,10,2304,threshold,1.0
1048576,10,2304,top_k,1.0
1048576,10,2368,threshold,1.0
1048576,10,2368,top_k,1.0
1048576,10,2432,threshold,1.0
1048576,10,2432,top_k,1.0
1048576,10,2496,threshold,1.0
1048576,10,2496,top_k,1.0
1048576,10,2560,threshold,1.0
1048576,10,2560,top_k,1.0
1048576,10,2624,threshold,1.0
1048576,10,2624,top_k,1.0
1048576,10,2688,threshold,1.0
1048576,10,2688,top_k,1.0
1048576,10,2752,threshold,1.0
1048576,10,2752,top_k,1.0
1048576,10,2816,threshold,1.0
1048576,10,2816,top_k,1.0
1048576,10,2880,threshold,1.0
1048576,10,2880,top_k,1.0
1048576,10,2944,threshold,1.0
1048576,10,2944,top_k,1.0
1048576,10,3008,threshold,1.0
1048576,10,3008,top_k,1.0
1048576,10,3072,threshold,1.0
1048576,10,3072,top_k,1.0
1048576,10,3136,threshold,1.0
1048576,10,3136,top_k,1.0
1048576,10,3200,threshold,1.0
1048576,10,3200,top_k,1.0
1048576,10,3264,threshold,1.0
1048576,10,3264,top_k,1.0
1048576,10,3328,threshold,1.0
1048576,10,3328,top_k,1.0
1048576,10,3392,threshold,1.0
1048576,10,3392,top_k,1.0
1048576,10,3456,threshold,1.0
1048576,10,3456,top_k,1.0
1048576,10,3520,threshold,1.0
1048576,10,3520,top_k,1.0
1048576,10,3584,threshold,1.0
1048576,10,3584,top_k,1.0
1048576,10,3648,threshold,1.0
1048576,10,3648,top_k,1.0
1048576,10,3712,threshold,1.0
1048576,10,3712,top_k,1.0
1048576,10,3776,threshold,1.0
1048576,10,3776,top_k,1.0
1048576,10,3840,threshold,1.0
1048576,10,3840,top_k,1.0
1048576,10,3904,threshold,1.0
1048576,10,3904,top_k,1.0
1048576,10,3968,threshold,1.0
1048576,10,3968,top_k,1.0
1048576,10,4032,threshold,1.0
1048576,10,4032,top_k,1.0
1048576,10,4096,threshold,1.0
1048576,10,4096,top_k,1.0
1048576,11,64,threshold,0.0
1048576,11,64,top_k,0.0
1048576,11,128,threshold,0.0
1048576,11,128,top_k,0.0
1048576,11,192,threshold,0.0
1048576,11,192,top_k,0.0
1048576,11,256,threshold,0.00022110849056603774
1048576,11,256,top_k,0.00036851415094339625
1048576,11,320,threshold,0.01179245283018868
1048576,11,320,top_k,0.04392688679245283
1048576,11,384,threshold,0.10325766509433962
1048576,11,384,top_k,0.26429834905660377
1048576,11,448,threshold,0.31618514150943394
1048576,11,448,top_k,0.6005306603773585
1048576,11,512,threshold,0.5570459905660378
1048576,11,512,top_k,0.8349056603773585
1048576,11,576,threshold,0.7529481132075472
1048576,11,576,top_k,0.9425854952830188
1048576,11,640,threshold,0.8686615566037735
1048576,11,640,top_k,0.9822376179245284
1048576,11,704,threshold,0.9346255896226415
1048576,11,704,top_k,0.9944722877358491
1048576,11,768,threshold,0.9663178066037735
1048576,11,768,top_k,0.9983785377358491
1048576,11,832,threshold,0.9847435141509434
1048576,11,832,top_k,0.9997051886792453
1048576,11,896,threshold,0.9911556603773585
1048576,11,896,top_k,0.9998525943396226
1048576,11,960,threshold,0.995872641509434
1048576,11,960,top_k,1.0
1048576,11,1024,threshold,0.9985259433962265
1048576,11,1024,top_k,0.9999262971698113
1048576,11,1088,threshold,0.9994103773584906
1048576,11,1088,top_k,1.0
1048576,11,1152,threshold,0.9996314858490566
1048576,11,1152,top_k,1.0
1048576,11,1216,threshold,1.0
1048576,11,1216,top_k,1.0
1048576,11,1280,threshold,0.9999262971698113
1048576,11,1280,top_k,1.0
1048576,11,1344,threshold,0.9999262971698113
1048576,11,1344,top_k,1.0
1048576,11,1408,threshold,1.0
1048576,11,1408,top_k,1.0
1048576,11,1472,threshold,1.0
1048576,11,1472,top_k,1.0
1048576,11,1536,threshold,1.0
1048576,11,1536,top_k,1.0
1048576,11,1600,threshold,1.0
1048576,11,1600,top_k,1.0
1048576,11,1664,threshold,1.0
1048576,11,1664,top_k,1.0
1048576,11,1728,threshold,1.0
1048576,11,1728,top_k,1.0
1048576,11,1792,threshold,1.0
1048576,11,1792,top_k,1.0
1048576,11,1856,threshold,1.0
1048576,11,1856,top_k,1.0
1048576,11,1920,threshold,1.0
1048576,11,1920,top_k,1.0
1048576,11,1984,threshold,1.0
1048576,11,1984,top_k,1.0
1048576,11,2048,threshold,1.0
1048576,11,2048,top_k,1.0
1048576,11,2112,threshold,1.0
1048576,11,2112,top_k,1.0
1048576,11,2176,threshold,1.0
1048576,11,2176,top_k,1.0
1048576,11,2240,threshold,1.0
1048576,11,2240,top_k,1.0
1048576,11,2304,threshold,1.0
1048576,11,2304,top_k,1.0
1048576,11,2368,threshold,1.0
1048576,11,2368,top_k,1.0
1048576,11,2432,threshold,1.0
1048576,11,2432,top_k,1.0
1048576,11,2496,threshold,1.0
1048576,11,2496,top_k,1.0
1048576,11,2560,threshold,1.0
1048576,11,2560,top_k,1.0
1048576,11,2624,threshold,1.0
1048576,11,2624,top_k,1.0
1048576,11,2688,threshold,1.0
1048576,11,2688,top_k,1.0
1048576,11,2752,threshold,1.0
1048576,11,2752,top_k,1.0
1048576,11,2816,threshold,1.0
1048576,11,2816,top_k,1.0
1048576,11,2880,threshold,1.0
1048576,11,2880,top_k,1.0
1048576,11,2944,threshold,1.0
1048576,11,2944,top_k,1.0
1048576,11,3008,threshold,1.0
1048576,11,3008,top_k,1.0
1048576,11,3072,threshold,1.0
1048576,11,3072,top_k,1.0
1048576,11,3136,threshold,1.0
1048576,11,3136,top_k,1.0
1048576,11,3200,threshold,1.0
1048576,11,3200,top_k,1.0
1048576,11,3264,threshold,1.0
1048576,11,3264,top_k,1.0
1048576,11,3328,threshold,1.0
1048576,11,3328,top_k,1.0
1048576,11,3392,threshold,1.0
1048576,11,3392,top_k,1.0
1048576,11,3456,threshold,1.0
1048576,11,3456,top_k,1.0
1048576,11,3520,threshold,1.0
1048576,11,3520,top_k,1.0
1048576,11,3584,threshold,1.0
1048576,11,3584,top_k,1.0
1048576,11,3648,threshold,1.0
1048576,11,3648,top_k,1.0
1048576,11,3712,threshold,1.0
1048576,11,3712,top_k,1.0
1048576,11,3776,threshold,1.0
1048576,11,3776,top_k,1.0
1048576,11,3840,threshold,1.0
1048576,11,3840,top_k,1.0
1048576,11,3904,threshold,1.0
1048576,11,3904,top_k,1.0
1048576,11,3968,threshold,1.0
1048576,11,3968,top_k,1.0
1048576,11,4032,threshold,1.0
1048576,11,4032,top_k,1.0
1048576,11,4096,threshold,1.0
1048576,11,4096,top_k,1.0
1048576,12,64,threshold,0.0
1048576,12,64,top_k,0.0
1048576,12,128,threshold,0.0
1048576,12,128,top_k,0.0
1048576,12,192,threshold,0.0
1048576,12,192,top_k,0.0
1048576,12,256,threshold,0.0
1048576,12,256,top_k,0.0
1048576,12,320,threshold,0.000884433962264151
1048576,12,320,top_k,0.008033608490566039
1048576,12,384,threshold,0.031692216981132074
1048576,12,384,top_k,0.10347877358490566
1048576,12,448,threshold,0.1530807783018868
1048576,12,448,top_k,0.3696933962264151
1048576,12,512,threshold,0.37109375
1048576,12,512,top_k,0.6597140330188679
1048576,12,576,threshold,0.5894015330188679
1048576,12,576,top_k,0.8532576650943396
1048576,12,640,threshold,0.7616450471698113
1048576,12,640,top_k,0.9447965801886793
1048576,12,704,threshold,0.8688089622641509
1048576,12,704,top_k,0.9834168632075472
1048576,12,768,threshold,0.9279923349056604
1048576,12,768,top_k,0.9946933962264151
1048576,12,832,threshold,0.9626326650943396
1048576,12,832,top_k,0.9983785377358491
1048576,12,896,threshold,0.9803950471698113
1048576,12,896,top_k,0.9992629716981132
1048576,12,960,threshold,0.9897553066037735
1048576,12,960,top_k,0.999778891509434
1048576,12,1024,threshold,0.9950619103773585
1048576,12,1024,top_k,1.0
1048576,12,1088,threshold,0.9980837264150944
1048576,12,1088,top_k,1.0
1048576,12,1152,threshold,0.9988207547169812
1048576,12,1152,top_k,1.0
1048576,12,1216,threshold,0.9991892688679245
1048576,12,1216,top_k,1.0
1048576,12,1280,threshold,0.9994840801886793
1048576,12,1280,top_k,1.0
1048576,12,1344,threshold,0.9998525943396226
1048576,12,1344,top_k,1.0
1048576,12,1408,threshold,0.9999262971698113
1048576,12,1408,top_k,1.0
1048576,12,1472,threshold,1.0
1048576,12,1472,top_k,1.0
1048576,12,1536,threshold,1.0
1048576,12,1536,top_k,1.0
1048576,12,1600,threshold,1.0
1048576,12,1600,top_k,1.0
1048576,12,1664,threshold,1.0
1048576,12,1664,top_k,1.0
1048576,12,1728,threshold,1.0
1048576,12,1728,top_k,1.0
1048576,12,1792,threshold,1.0
1048576,12,1792,top_k,1.0
1048576,12,1856,threshold,1.0
1048576,12,1856,top_k,1.0
1048576,12,1920,threshold,1.0
1048576,12,1920,top_k,1.0
1048576,12,1984,threshold,1.0
1048576,12,1984,top_k,1.0
1048576,12,2048,threshold,1.0
1048576,12,2048,top_k,1.0
1048576,12,2112,threshold,1.0
1048576,12,2112,top_k,1.0
1048576,12,2176,threshold,1.0
1048576,12,2176,top_k,1.0
1048576,12,2240,threshold,1.0
1048576,12,2240,top_k,1.0
1048576,12,2304,threshold,1.0
1048576,12,2304,top_k,1.0
1048576,12,2368,threshold,1.0
1048576,12,2368,top_k,1.0
1048576,12,2432,threshold,1.0
1048576,12,2432,top_k,1.0
1048576,12,2496,threshold,1.0
1048576,12,2496,top_k,1.0
1048576,12,2560,threshold,1.0
1048576,12,2560,top_k,1.0
1048576,12,2624,threshold,1.0
1048576,12,2624,top_k,1.0
1048576,12,2688,threshold,1.0
1048576,12,2688,top_k,1.0
1048576,12,2752,threshold,1.0
1048576,12,2752,top_k,1.0
1048576,12,2816,threshold,1.0
1048576,12,2816,top_k,1.0
1048576,12,2880,threshold,1.0
1048576,12,2880,top_k,1.0
1048576,12,2944,threshold,1.0
1048576,12,2944,top_k,1.0
1048576,12,3008,threshold,1.0
1048576,12,3008,top_k,1.0
1048576,12,3072,threshold,1.0
1048576,12,3072,top_k,1.0
1048576,12,3136,threshold,1.0
1048576,12,3136,top_k,1.0
1048576,12,3200,threshold,1.0
1048576,12,3200,top_k,1.0
1048576,12,3264,threshold,1.0
1048576,12,3264,top_k,1.0
1048576,12,3328,threshold,1.0
1048576,12,3328,top_k,1.0
1048576,12,3392,threshold,1.0
1048576,12,3392,top_k,1.0
1048576,12,3456,threshold,1.0
1048576,12,3456,top_k,1.0
1048576,12,3520,threshold,1.0
1048576,12,3520,top_k,1.0
1048576,12,3584,threshold,1.0
1048576,12,3584,top_k,1.0
1048576,12,3648,threshold,1.0
1048576,12,3648,top_k,1.0
1048576,12,3712,threshold,1.0
1048576,12,3712,top_k,1.0
1048576,12,3776,threshold,1.0
1048576,12,3776,top_k,1.0
1048576,12,3840,threshold,1.0
1048576,12,3840,top_k,1.0
1048576,12,3904,threshold,1.0
1048576,12,3904,top_k,1.0
1048576,12,3968,threshold,1.0
1048576,12,3968,top_k,1.0
1048576,12,4032,threshold,1.0
1048576,12,4032,top_k,1.0
1048576,12,4096,threshold,1.0
1048576,12,4096,top_k,1.0
1048576,13,64,threshold,0.0
1048576,13,64,top_k,0.0
1048576,13,128,threshold,0.0
1048576,13,128,top_k,0.0
1048576,13,192,threshold,0.0
1048576,13,192,top_k,0.0
1048576,13,256,threshold,0.0
1048576,13,256,top_k,0.0
1048576,13,320,threshold,0.0
1048576,13,320,top_k,0.0010318396226415094
1048576,13,384,threshold,0.00589622641509434
1048576,13,384,top_k,0.02926002358490566
1048576,13,448,threshold,0.06257370283018868
1048576,13,448,top_k,0.1825619103773585
1048576,13,512,threshold,0.2056308962264151
1048576,13,512,top_k,0.45054540094339623
1048576,13,576,threshold,0.4266656839622642
1048576,13,576,top_k,0.7040831367924528
1048576,13,640,threshold,0.6179245283018868
1048576,13,640,top_k,0.8655660377358491
1048576,13,704,threshold,0.7667305424528302
1048576,13,704,top_k,0.9439858490566038
1048576,13,768,threshold,0.8653449292452831
1048576,13,768,top_k,0.9806161556603774
1048576,13,832,threshold,0.9243808962264151
1048576,13,832,top_k,0.9928508254716981
1048576,13,896,threshold,0.9599793632075472
1048576,13,896,top_k,0.9975678066037735
1048576,13,960,threshold,0.9770047169811321
1048576,13,960,top_k,0.9992629716981132
1048576,13,1024,threshold,0.9863649764150944
1048576,13,1024,top_k,0.9999262971698113
1048576,13,1088,threshold,0.9929982311320755
1048576,13,1088,top_k,0.9999262971698113
1048576,13,1152,threshold,0.995872641509434
1048576,13,1152,top_k,1.0
1048576,13,1216,threshold,0.9980837264150944
1048576,13,1216,top_k,0.9999262971698113
1048576,13,1280,threshold,0.9987470518867925
1048576,13,1280,top_k,1.0
1048576,13,1344,threshold,0.9991892688679245
1048576,13,1344,top_k,1.0
1048576,13,1408,threshold,0.9995577830188679
1048576,13,1408,top_k,1.0
1048576,13,1472,threshold,0.999778891509434
1048576,13,1472,top_k,1.0
1048576,13,1536,threshold,0.9999262971698113
1048576,13,1536,top_k,1.0
1048576,13,1600,threshold,0.9998525943396226
1048576,13,1600,top_k,1.0
1048576,13,1664,threshold,1.0
1048576,13,1664,top_k,1.0
1048576,13,1728,threshold,1.0
1048576,13,1728,top_k,1.0
1048576,13,1792,threshold,1.0
1048576,13,1792,top_k,1.0
1048576,13,1856,threshold,1.0
1048576,13,1856,top_k,1.0
1048576,13,1920,threshold,1.0
1048576,13,1920,top_k,1.0
1048576,13,1984,threshold,1.0
1048576,13,1984,top_k,1.0
1048576,13,2048,threshold,1.0
1048576,13,2048,top_k,1.0
1048576,13,2112,threshold,1.0
1048576,13,2112,top_k,1.0
1048576,13,2176,threshold,1.0
1048576,13,2176,top_k,1.0
1048576,13,2240,threshold,1.0
1048576,13,2240,top_k,1.0
1048576,13,2304,threshold,1.0
1048576,13,2304,top_k,1.0
1048576,13,2368,threshold,1.0
1048576,13,2368,top_k,1.0
1048576,13,2432,threshold,1.0
1048576,13,2432,top_k,1.0
1048576,13,2496,threshold,1.0
1048576,13,2496,top_k,1.0
1048576,13,2560,threshold,1.0
1048576,13,2560,top_k,1.0
1048576,13,2624,threshold,1.0
1048576,13,2624,top_k,1.0
1048576,13,2688,threshold,1.0
1048576,13,2688,top_k,1.0
1048576,13,2752,threshold,1.0
1048576,13,2752,top_k,1.0
1048576,13,2816,threshold,1.0
1048576,13,2816,top_k,1.0
1048576,13,2880,threshold,1.0
1048576,13,2880,top_k,1.0
1048576,13,2944,threshold,1.0
1048576,13,2944,top_k,1.0
1048576,13,3008,threshold,1.0
1048576,13,3008,top_k,1.0
1048576,13,3072,threshold,1.0
1048576,13,3072,top_k,1.0
1048576,13,3136,threshold,1.0
1048576,13,3136,top_k,1.0
1048576,13,3200,threshold,1.0
1048576,13,3200,top_k,1.0
1048576,13,3264,threshold,1.0
1048576,13,3264,top_k,1.0
1048576,13,3328,threshold,1.0
1048576,13,3328,top_k,1.0
1048576,13,3392,threshold,1.0
1048576,13,3392,top_k,1.0
1048576,13,3456,threshold,1.0
1048576,13,3456,top_k,1.0
1048576,13,3520,threshold,1.0
1048576,13,3520,top_k,1.0
1048576,13,3584,threshold,1.0
1048576,13,3584,top_k,1.0
1048576,13,3648,threshold,1.0
1048576,13,3648,top_k,1.0
1048576,13,3712,threshold,1.0
1048576,13,3712,top_k,1.0
1048576,13,3776,threshold,1.0
1048576,13,3776,top_k,1.0
1048576,13,3840,threshold,1.0
1048576,13,3840,top_k,1.0
1048576,13,3904,threshold,1.0
1048576,13,3904,top_k,1.0
1048576,13,3968,threshold,1.0
1048576,13,3968,top_k,1.0
1048576,13,4032,threshold,1.0
1048576,13,4032,top_k,1.0
1048576,13,4096,threshold,1.0
1048576,13,4096,top_k,1.0
1048576,14,64,threshold,0.0
1048576,14,64,top_k,0.0
1048576,14,128,threshold,0.0
1048576,14,128,top_k,0.0
1048576,14,192,threshold,0.0
1048576,14,192,top_k,0.0
1048576,14,256,threshold,0.0
1048576,14,256,top_k,0.0
1048576,14,320,threshold,0.0
1048576,14,320,top_k,7.370283018867924e-05
1048576,14,384,threshold,0.0010318396226415094
1048576,14,384,top_k,0.005454009433962264
1048576,14,448,threshold,0.019236438679245283
1048576,14,448,top_k,0.06625884433962265
1048576,14,512,threshold,0.09463443396226415
1048576,14,512,top_k,0.25346403301886794
1048576,14,576,threshold,0.26186615566037735
1048576,14,576,top_k,0.5204893867924528
1048576,14,640,threshold,0.4560731132075472
1048576,14,640,top_k,0.7400501179245284
1048576,14,704,threshold,0.6379716981132075
1048576,14,704,top_k,0.8761792452830188
1048576,14,768,threshold,0.7759433962264151
1048576,14,768,top_k,0.9447965801886793
1048576,14,832,threshold,0.8652712264150944
1048576,14,832,top_k,0.9788472877358491
1048576,14,896,threshold,0.9232016509433962
1048576,14,896,top_k,0.9899764150943396
1048576,14,960,threshold,0.9551149764150944
1048576,14,960,top_k,0.9971992924528302
1048576,14,1024,threshold,0.9728036556603774
1048576,14,1024,top_k,0.9994840801886793
1048576,14,1088,threshold,0.9848909198113207
1048576,14,1088,top_k,0.9992629716981132
1048576,14,1152,threshold,0.9912293632075472
1048576,14,1152,top_k,0.999778891509434
1048576,14,1216,threshold,0.9955778301886793
1048576,14,1216,top_k,0.9998525943396226
1048576,14,1280,threshold,0.9975678066037735
1048576,14,1280,top_k,1.0
1048576,14,1344,threshold,0.9983785377358491
1048576,14,1344,top_k,1.0
1048576,14,1408,threshold,0.9994103773584906
1048576,14,1408,top_k,1.0
1048576,14,1472,threshold,0.9994103773584906
1048576,14,1472,top_k,1.0
1048576,14,1536,threshold,0.9997051886792453
1048576,14,1536,top_k,1.0
1048576,14,1600,threshold,1.0
1048576,14,1600,top_k,1.0
1048576,14,1664,threshold,0.9999262971698113
1048576,14,1664,top_k,1.0
1048576,14,1728,threshold,1.0
1048576,14,1728,top_k,1.0
1048576,14,1792,threshold,0.9999262971698113
1048576,14,1792,top_k,1.0
1048576,14,1856,threshold,1.0
1048576,14,1856,top_k,1.0
1048576,14,1920,threshold,1.0
1048576,14,1920,top_k,1.0
1048576,14,1984,threshold,0.9999262971698113
1048576,14,1984,top_k,1.0
1048576,14,2048,threshold,1.0
1048576,14,2048,top_k,1.0
1048576,14,2112,threshold,1.0
1048576,14,2112,top_k,1.0
1048576,14,2176,threshold,1.0
1048576,14,2176,top_k,1.0
1048576,14,2240,threshold,1.0
1048576,14,2240,top_k,1.0
1048576,14,2304,threshold,1.0
1048576,14,2304,top_k,1.0
1048576,14,2368,threshold,1.0
1048576,14,2368,top_k,1.0
1048576,14,2432,threshold,1.0
1048576,14,2432,top_k,1.0
1048576,14,2496,threshold,1.0
1048576,14,2496,top_k,1.0
1048576,14,2560,threshold,1.0
1048576,14,2560,top_k,1.0
1048576,14,2624,threshold,1.0
1048576,14,2624,top_k,1.0
1048576,14,2688,threshold,1.0
1048576,14,2688,top_k,1.0
1048576,14,2752,threshold,1.0
1048576,14,2752,top_k,1.0
1048576,14,2816,threshold,1.0
1048576,14,2816,top_k,1.0
1048576,14,2880,threshold,1.0
1048576,14,2880,top_k,1.0
1048576,14,2944,threshold,1.0
1048576,14,2944,top_k,1.0
1048576,14,3008,threshold,1.0
1048576,14,3008,top_k,1.0
1048576,14,3072,threshold,1.0
1048576,14,3072,top_k,1.0
1048576,14,3136,threshold,1.0
1048576,14,3136,top_k,1.0
1048576,14,3200,threshold,1.0
1048576,14,3200,top_k,1.0
1048576,14,3264,threshold,1.0
1048576,14,3264,top_k,1.0
1048576,14,3328,threshold,1.0
1048576,14,3328,top_k,1.0
1048576,14,3392,threshold,1.0
1048576,14,3392,top_k,1.0
1048576,14,3456,threshold,1.0
1048576,14,3456,top_k,1.0
1048576,14,3520,threshold,1.0
1048576,14,3520,top_k,1.0
1048576,14,3584,threshold,1.0
1048576,14,3584,top_k,1.0
1048576,14,3648,threshold,1.0
1048576,14,3648,top_k,1.0
1048576,14,3712,threshold,1.0
1048576,14,3712,top_k,1.0
1048576,14,3776,threshold,1.0
1048576,14,3776,top_k,1.0
1048576,14,3840,threshold,1.0
1048576,14,3840,top_k,1.0
1048576,14,3904,threshold,1.0
